Well,Category,Replicate,Cytoplasm_Intensity_MeanIntensity_NFKB,Nuclei_Intensity_MeanIntensity_NFKB,Cytoplasm_AreaShape_Area_CD45,number_ASC
H09,LPS,Exp03,733.64,595.327,198232.0,1
H09,LPS,Exp03,579.352,776.709,2102.0,0
H09,LPS,Exp03,,,,0
H09,LPS,Exp03,640.586,479.652,72404.0,0
H09,LPS,Exp03,1575.85,,,0
H09,LPS,Exp03,1428.56,681.16,34617.0,1
H09,LPS,Exp03,689.777,1111.05,10301.0,0
H09,LPS,Exp03,878.967,1733.52,3661.0,0
H09,LPS,Exp03,1344.86,542.455,426569.0,0
H09,LPS,Exp03,720.299,1360.57,6682.0,0
H09,LPS,Exp03,780.544,1094.9,7589.0,0
H09,LPS,Exp03,899.857,550.055,273495.0,0
H09,LPS,Exp03,580.509,649.118,15862.0,0
H09,LPS,Exp03,716.278,548.898,107823.0,1
H09,LPS,Exp03,853.735,,,0
H09,LPS,Exp03,1224.04,887.364,36444.0,0
H09,LPS,Exp03,,,,0
H09,LPS,Exp03,898.116,,,0
H09,LPS,Exp03,631.597,442.192,236832.0,3
H09,LPS,Exp03,692.124,1154.74,5827.0,0
H09,LPS,Exp03,,1083.67,10007.0,0
H09,LPS,Exp03,718.01,1200.59,10483.0,0
H09,LPS,Exp03,601.78,,,0
H09,LPS,Exp03,651.428,483.873,93496.0,0
H09,LPS,Exp03,613.783,770.314,5515.0,0
H09,LPS,Exp03,679.323,1084.36,7167.0,0
H09,LPS,Exp03,1009.1,,,0
H09,LPS,Exp03,845.812,682.936,175866.0,0
H09,LPS,Exp03,,492.765,198852.0,0
H09,LPS,Exp03,848.226,971.528,6867.0,0
H09,LPS,Exp03,,651.09,173328.0,1
H09,LPS,Exp03,838.555,856.329,19525.0,0
H09,LPS,Exp03,731.67,1807.63,5528.0,0
H09,LPS,Exp03,753.323,710.0,32143.0,0
H09,LPS,Exp03,945.339,,,1
H09,LPS,Exp03,,1282.25,21124.0,1
H09,LPS,Exp03,1231.56,,,0
H09,LPS,Exp03,945.998,,,0
H09,LPS,Exp03,584.557,463.904,83631.0,0
H09,LPS,Exp03,772.109,674.677,64452.0,0
H09,LPS,Exp03,,,,0
H09,LPS,Exp03,715.001,622.571,43517.0,0
H09,LPS,Exp03,915.862,631.521,58872.0,0
H09,LPS,Exp03,683.866,1080.57,5638.0,0
H09,LPS,Exp03,1557.88,653.423,33319.0,0
H09,LPS,Exp03,,1173.42,10867.0,0
H09,LPS,Exp03,639.889,625.829,22435.0,0
H09,LPS,Exp03,,,,0
H09,LPS,Exp03,5448.88,3169.5,19573.0,0
H09,LPS,Exp03,595.295,766.463,2576.0,0
H09,LPS,Exp03,,,,0
H09,LPS,Exp03,748.289,,,0
H10,LPS,Exp03,622.594,478.263,70668.0,0
H10,LPS,Exp03,,1240.51,6911.0,0
H10,LPS,Exp03,609.311,464.799,6049.0,0
H10,LPS,Exp03,572.534,554.761,8959.0,1
H10,LPS,Exp03,691.554,1003.15,8722.0,0
H10,LPS,Exp03,1116.42,,,0
H10,LPS,Exp03,572.614,,,0
H10,LPS,Exp03,619.417,1317.26,4593.0,0
H10,LPS,Exp03,654.012,899.057,13924.0,0
H10,LPS,Exp03,691.598,1135.35,6221.0,0
H10,LPS,Exp03,9138.4,,,1
H10,LPS,Exp03,631.5,581.005,29203.0,0
H10,LPS,Exp03,1154.25,612.757,30506.0,0
H10,LPS,Exp03,634.077,469.042,72826.0,0
H10,LPS,Exp03,879.22,,,0
H10,LPS,Exp03,760.635,551.048,149279.0,0
H10,LPS,Exp03,738.291,1155.41,12803.0,0
H10,LPS,Exp03,743.1,953.497,6958.0,0
H10,LPS,Exp03,599.602,658.01,21068.0,0
H10,LPS,Exp03,1069.54,,,0
H10,LPS,Exp03,596.313,433.075,75180.0,0
H10,LPS,Exp03,687.131,1062.94,6301.0,0
H10,LPS,Exp03,639.254,878.365,7672.0,0
H10,LPS,Exp03,647.966,829.938,20805.0,0
H10,LPS,Exp03,629.485,462.506,106096.0,0
H10,LPS,Exp03,1274.11,,,0
H10,LPS,Exp03,637.857,1093.08,6514.0,0
H10,LPS,Exp03,672.112,1012.39,7260.0,0
H10,LPS,Exp03,610.846,515.689,43158.0,0
H10,LPS,Exp03,,2267.09,2193.0,0
H10,LPS,Exp03,1125.88,868.109,60702.0,0
H10,LPS,Exp03,1033.83,,,0
H10,LPS,Exp03,,1422.27,2423.0,0
H10,LPS,Exp03,687.349,,,0
H10,LPS,Exp03,653.203,693.825,31900.0,0
H10,LPS,Exp03,758.44,,,0
H10,LPS,Exp03,711.201,614.339,1924.0,0
H10,LPS,Exp03,,,,0
H10,LPS,Exp03,867.718,1495.93,10890.0,0
H10,LPS,Exp03,,576.926,86026.0,0
H10,LPS,Exp03,750.66,,,0
H10,LPS,Exp03,886.869,1468.77,6313.0,0
H10,LPS,Exp03,1089.22,1258.15,53599.0,0
H10,LPS,Exp03,731.053,1127.48,9190.0,0
H10,LPS,Exp03,,1369.2,10596.0,0
H10,LPS,Exp03,681.466,1872.13,5500.0,0
H10,LPS,Exp03,529.903,555.86,6448.0,0
H10,LPS,Exp03,603.458,745.613,8807.0,1
H10,LPS,Exp03,695.928,537.801,127953.0,0
H10,LPS,Exp03,,1459.95,7521.0,0
H10,LPS,Exp03,1814.29,,,1
H10,LPS,Exp03,1616.04,2550.23,18748.0,0
H10,LPS,Exp03,856.396,,,0
H10,LPS,Exp03,616.236,1027.26,14468.0,0
H10,LPS,Exp03,1174.09,1030.72,15742.0,0
H10,LPS,Exp03,798.663,1330.85,5034.0,0
H10,LPS,Exp03,893.043,786.806,128992.0,0
H10,LPS,Exp03,757.147,1170.84,5146.0,0
H10,LPS,Exp03,,,,0
H10,LPS,Exp03,764.634,,,0
H10,LPS,Exp03,718.128,,,0
H10,LPS,Exp03,1041.19,,,1
H10,LPS,Exp03,703.828,,,0
H10,LPS,Exp03,734.295,1138.32,5092.0,0
H10,LPS,Exp03,,,,0
H10,LPS,Exp03,708.174,579.604,52760.0,0
H10,LPS,Exp03,1123.46,1297.79,22791.0,0
H10,LPS,Exp03,792.689,1660.48,6131.0,0
H10,LPS,Exp03,618.999,973.749,11356.0,0
H10,LPS,Exp03,650.961,495.395,72072.0,0
H10,LPS,Exp03,1124.16,,,1
H10,LPS,Exp03,785.906,658.866,130036.0,0
H10,LPS,Exp03,963.394,,,0
H10,LPS,Exp03,734.968,,,0
H10,LPS,Exp03,720.497,,,0
H10,LPS,Exp03,743.151,1235.2,7300.0,0
H10,LPS,Exp03,,1708.27,4838.0,0
H10,LPS,Exp03,611.26,846.694,8053.0,0
H10,LPS,Exp03,631.832,951.567,8007.0,0
H10,LPS,Exp03,,717.973,177385.0,0
H10,LPS,Exp03,787.038,538.142,298495.0,1
H10,LPS,Exp03,666.18,,,1
H10,LPS,Exp03,729.437,677.268,47133.0,0
H10,LPS,Exp03,758.435,666.092,69259.0,1
H10,LPS,Exp03,623.043,,,0
H10,LPS,Exp03,777.791,699.153,40915.0,1
H10,LPS,Exp03,694.707,612.857,47439.0,0
H10,LPS,Exp03,1928.44,1198.63,9752.0,3
H10,LPS,Exp03,1020.58,767.278,26143.0,0
H10,LPS,Exp03,,1494.89,1426.0,0
H10,LPS,Exp03,,805.014,12715.0,0
H10,LPS,Exp03,908.17,1396.28,1315.0,0
H10,LPS,Exp03,754.921,1207.84,9042.0,0
H10,LPS,Exp03,2453.29,1858.12,5134.0,0
H10,LPS,Exp03,673.266,,,0
H10,LPS,Exp03,634.351,915.23,7605.0,0
H10,LPS,Exp03,661.698,,,1
H10,LPS,Exp03,714.163,1016.62,6832.0,0
H10,LPS,Exp03,710.713,1208.2,4395.0,0
H10,LPS,Exp03,750.073,603.096,66536.0,0
H10,LPS,Exp03,675.042,1198.21,5832.0,1
H10,LPS,Exp03,,852.462,31453.0,0
H10,LPS,Exp03,658.088,588.642,25432.0,0
H10,LPS,Exp03,631.269,988.021,7727.0,0
H10,LPS,Exp03,617.187,420.815,54196.0,0
H10,LPS,Exp03,968.803,737.532,46375.0,0
H10,LPS,Exp03,637.31,,,0
H10,LPS,Exp03,822.247,,,0
H10,LPS,Exp03,874.728,757.189,77059.0,0
H10,LPS,Exp03,574.311,974.167,6057.0,0
H10,LPS,Exp03,1825.59,1359.8,11063.0,2
H10,LPS,Exp03,2219.42,1641.28,6452.0,0
H10,LPS,Exp03,789.519,677.773,82320.0,1
H10,LPS,Exp03,919.882,,,0
H10,LPS,Exp03,758.869,761.809,23948.0,0
H10,LPS,Exp03,660.746,589.723,47002.0,1
H10,LPS,Exp03,602.117,414.747,57639.0,0
H10,LPS,Exp03,630.544,990.886,3332.0,0
H10,LPS,Exp03,704.243,567.51,102365.0,2
H10,LPS,Exp03,890.109,,,0
H10,LPS,Exp03,690.452,1018.1,7169.0,1
H10,LPS,Exp03,679.183,986.314,10082.0,0
H10,LPS,Exp03,1187.64,579.943,165154.0,0
H10,LPS,Exp03,796.294,1816.12,7007.0,0
H10,LPS,Exp03,659.553,1216.01,8870.0,0
H10,LPS,Exp03,900.974,746.66,15253.0,0
H10,LPS,Exp03,637.995,472.777,67305.0,0
H10,LPS,Exp03,723.11,,,0
H10,LPS,Exp03,681.128,515.859,54322.0,0
H10,LPS,Exp03,735.388,,,0
H10,LPS,Exp03,,592.499,169247.0,0
H10,LPS,Exp03,738.63,763.688,22355.0,0
H10,LPS,Exp03,799.03,,,0
H10,LPS,Exp03,754.443,1649.94,4729.0,0
H10,LPS,Exp03,637.726,456.704,47651.0,0
H10,LPS,Exp03,560.102,363.742,106547.0,0
H10,LPS,Exp03,725.638,,,0
H10,LPS,Exp03,647.964,501.109,73684.0,0
H10,LPS,Exp03,1200.55,,,0
H10,LPS,Exp03,725.002,557.56,99320.0,0
H10,LPS,Exp03,686.798,1430.8,7870.0,1
H10,LPS,Exp03,659.846,523.137,33412.0,0
H10,LPS,Exp03,729.863,887.877,16347.0,0
H10,LPS,Exp03,,842.659,10179.0,1
H10,LPS,Exp03,864.709,,,0
H10,LPS,Exp03,777.553,645.315,35866.0,0
H10,LPS,Exp03,699.501,,,0
H10,LPS,Exp03,2934.23,1079.08,36831.0,0
H10,LPS,Exp03,801.847,685.061,48954.0,0
H10,LPS,Exp03,,903.423,97955.0,0
H10,LPS,Exp03,668.657,449.216,83439.0,0
H10,LPS,Exp03,1270.24,548.823,36171.0,0
H10,LPS,Exp03,682.49,513.961,104128.0,1
H10,LPS,Exp03,656.632,1071.05,8497.0,0
H10,LPS,Exp03,664.621,,,0
H10,LPS,Exp03,568.943,563.135,6903.0,0
H10,LPS,Exp03,690.705,567.495,57291.0,0
H10,LPS,Exp03,885.768,812.074,34841.0,0
H10,LPS,Exp03,,1219.3,9360.0,0
H10,LPS,Exp03,835.667,1425.05,5712.0,0
H10,LPS,Exp03,1004.46,1978.51,4676.0,0
H10,LPS,Exp03,1206.35,635.706,9170.0,0
H10,LPS,Exp03,592.985,597.936,8007.0,0
H10,LPS,Exp03,748.351,917.056,10601.0,0
H10,LPS,Exp03,,1031.24,7329.0,0
H10,LPS,Exp03,1258.05,1334.98,2313.0,0
H10,LPS,Exp03,,,,0
H10,LPS,Exp03,804.945,497.084,49638.0,0
H10,LPS,Exp03,1494.32,632.068,19157.0,0
H10,LPS,Exp03,617.615,794.305,8849.0,0
H10,LPS,Exp03,1276.42,888.972,5345.0,0
H10,LPS,Exp03,1675.44,785.99,12918.0,1
H10,LPS,Exp03,645.404,542.256,27338.0,0
H10,LPS,Exp03,3365.35,1562.21,95462.0,0
H10,LPS,Exp03,2345.8,1396.65,9223.0,1
H10,LPS,Exp03,673.007,801.374,26893.0,0
H10,LPS,Exp03,1632.88,859.686,6207.0,0
H10,LPS,Exp03,985.177,609.311,7540.0,0
H10,LPS,Exp03,694.343,,,0
H10,LPS,Exp03,740.337,518.357,47254.0,0
H10,LPS,Exp03,1321.34,,,2
H10,LPS,Exp03,2578.27,1979.24,5853.0,0
H10,LPS,Exp03,617.176,456.414,80743.0,0
H10,LPS,Exp03,710.914,678.148,28628.0,0
H10,LPS,Exp03,733.289,1453.25,14209.0,0
H10,LPS,Exp03,712.168,596.401,31375.0,0
H10,LPS,Exp03,1405.22,973.149,5324.0,0
H10,LPS,Exp03,684.845,872.912,9206.0,0
H10,LPS,Exp03,712.059,674.929,87249.0,0
H10,LPS,Exp03,670.911,,,0
H10,LPS,Exp03,,,,0
H10,LPS,Exp03,,1181.14,3088.0,0
H10,LPS,Exp03,638.682,,,0
H10,LPS,Exp03,704.479,709.777,14446.0,0
H10,LPS,Exp03,617.031,,,0
H10,LPS,Exp03,830.674,,,0
H10,LPS,Exp03,1402.8,591.804,95480.0,0
H10,LPS,Exp03,704.552,628.459,26262.0,0
H10,LPS,Exp03,1082.22,801.031,115775.0,0
H10,LPS,Exp03,,,,0
H10,LPS,Exp03,1605.15,558.164,107847.0,0
H10,LPS,Exp03,754.661,1293.56,7393.0,0
H10,LPS,Exp03,,694.014,36142.0,0
H10,LPS,Exp03,,885.683,9601.0,0
H10,LPS,Exp03,754.17,,,0
H10,LPS,Exp03,2325.3,853.696,48178.0,3
H10,LPS,Exp03,778.979,1490.44,3782.0,0
H10,LPS,Exp03,707.55,1171.35,4385.0,0
H10,LPS,Exp03,643.418,1257.4,8220.0,0
H10,LPS,Exp03,688.966,891.345,15721.0,0
H10,LPS,Exp03,656.182,989.336,5181.0,0
H10,LPS,Exp03,645.439,1175.05,5724.0,0
H10,LPS,Exp03,2249.28,1596.31,7616.0,1
H10,LPS,Exp03,,,,0
H10,LPS,Exp03,767.334,510.856,226029.0,1
H10,LPS,Exp03,804.367,620.882,34086.0,0
H10,LPS,Exp03,845.684,718.201,41443.0,0
H10,LPS,Exp03,698.753,951.268,6018.0,0
H10,LPS,Exp03,635.277,854.577,9965.0,0
H10,LPS,Exp03,726.562,,,0
H10,LPS,Exp03,772.032,852.227,9746.0,0
H10,LPS,Exp03,766.958,1011.11,4345.0,0
H10,LPS,Exp03,754.185,,,1
H10,LPS,Exp03,587.653,721.546,12658.0,0
H10,LPS,Exp03,767.439,864.959,21170.0,0
H10,LPS,Exp03,676.369,1001.42,9456.0,0
H10,LPS,Exp03,679.808,764.478,5726.0,0
H10,LPS,Exp03,1021.69,,,0
H10,LPS,Exp03,3307.95,,,0
H10,LPS,Exp03,760.38,622.768,63256.0,0
H10,LPS,Exp03,817.878,1874.05,2996.0,1
H10,LPS,Exp03,787.163,1142.55,16058.0,0
H10,LPS,Exp03,665.397,1137.29,4761.0,2
H10,LPS,Exp03,733.832,767.527,82238.0,1
H10,LPS,Exp03,,601.528,81338.0,0
H10,LPS,Exp03,1150.46,915.482,46220.0,0
H10,LPS,Exp03,,846.469,28710.0,0
H10,LPS,Exp03,597.055,590.5,2968.0,0
H10,LPS,Exp03,763.234,,,0
H10,LPS,Exp03,682.598,1603.94,30056.0,0
H10,LPS,Exp03,673.259,,,0
H10,LPS,Exp03,608.638,640.996,10898.0,0
H10,LPS,Exp03,676.732,1255.84,6070.0,0
H10,LPS,Exp03,703.422,,,1
H10,LPS,Exp03,751.859,1360.48,5099.0,0
H10,LPS,Exp03,802.047,,,0
H10,LPS,Exp03,605.613,796.095,12661.0,0
H10,LPS,Exp03,723.532,,,0
H10,LPS,Exp03,,,,0
H10,LPS,Exp03,2244.7,1334.14,8194.0,0
H10,LPS,Exp03,717.783,609.654,55809.0,0
H10,LPS,Exp03,1469.82,,,1
H10,LPS,Exp03,754.11,1431.58,4596.0,1
H10,LPS,Exp03,720.382,,,1
H10,LPS,Exp03,667.205,1128.88,9629.0,0
H10,LPS,Exp03,687.159,1137.1,10762.0,0
H10,LPS,Exp03,706.654,,,0
H10,LPS,Exp03,809.478,723.08,56637.0,0
H10,LPS,Exp03,898.715,1640.38,4841.0,0
H10,LPS,Exp03,647.198,1077.91,9630.0,0
H10,LPS,Exp03,737.362,1280.54,6329.0,0
H10,LPS,Exp03,766.632,1453.38,5893.0,0
H10,LPS,Exp03,671.018,895.309,12310.0,0
H10,LPS,Exp03,660.872,1318.68,8559.0,0
H10,LPS,Exp03,1127.15,1848.36,14134.0,0
H10,LPS,Exp03,1031.54,489.195,543563.0,0
H10,LPS,Exp03,671.42,534.293,138286.0,0
H10,LPS,Exp03,626.062,465.152,115733.0,0
H10,LPS,Exp03,557.652,737.032,3316.0,1
H10,LPS,Exp03,697.891,,,0
H10,LPS,Exp03,747.811,565.356,99188.0,0
H10,LPS,Exp03,654.867,1007.71,7957.0,0
H10,LPS,Exp03,854.73,2157.14,4033.0,0
H10,LPS,Exp03,717.623,,,0
H10,LPS,Exp03,833.938,,,0
H10,LPS,Exp03,2392.62,1662.0,6822.0,0
H10,LPS,Exp03,881.936,1109.71,6475.0,0
H10,LPS,Exp03,597.78,778.383,17918.0,0
H10,LPS,Exp03,774.243,,,0
H10,LPS,Exp03,685.73,943.457,7042.0,0
H10,LPS,Exp03,757.626,1237.41,5051.0,0
H10,LPS,Exp03,717.274,,,0
H10,LPS,Exp03,676.868,1256.74,6091.0,0
H10,LPS,Exp03,880.463,,,1
H10,LPS,Exp03,2651.12,981.002,9033.0,0
H10,LPS,Exp03,1116.09,458.714,170729.0,1
H10,LPS,Exp03,1480.25,,,0
H10,LPS,Exp03,751.697,,,0
H10,LPS,Exp03,689.388,1261.63,10533.0,0
H10,LPS,Exp03,640.699,776.996,5223.0,0
H10,LPS,Exp03,788.162,890.99,16892.0,0
H10,LPS,Exp03,776.92,570.012,201003.0,0
H10,LPS,Exp03,,553.338,98981.0,0
H10,LPS,Exp03,634.319,466.514,154486.0,0
H10,LPS,Exp03,727.626,601.114,50121.0,0
H10,LPS,Exp03,687.403,410.693,39183.0,0
H10,LPS,Exp03,819.147,588.672,73351.0,0
H10,LPS,Exp03,678.737,913.324,20755.0,3
H10,LPS,Exp03,552.223,645.102,3366.0,0
H10,LPS,Exp03,677.23,490.008,28742.0,0
H10,LPS,Exp03,691.567,1027.16,16822.0,0
H10,LPS,Exp03,,,,0
H10,LPS,Exp03,,1240.88,38371.0,0
H10,LPS,Exp03,,943.96,6081.0,0
H10,LPS,Exp03,688.499,754.994,11371.0,0
H10,LPS,Exp03,624.588,933.184,8424.0,0
H10,LPS,Exp03,949.916,843.393,44014.0,0
H10,LPS,Exp03,1157.62,,,0
H10,LPS,Exp03,789.4,,,0
H10,LPS,Exp03,655.733,487.914,88231.0,0
H10,LPS,Exp03,629.937,1148.13,4486.0,0
H10,LPS,Exp03,742.352,573.392,110657.0,0
H10,LPS,Exp03,2149.86,,,0
H10,LPS,Exp03,696.374,571.215,76482.0,0
H10,LPS,Exp03,705.32,687.113,53225.0,0
H10,LPS,Exp03,1484.35,511.326,69509.0,0
H10,LPS,Exp03,600.6,801.781,6826.0,0
H10,LPS,Exp03,793.153,1524.84,9097.0,0
H10,LPS,Exp03,,2384.85,19764.0,0
H10,LPS,Exp03,,1828.98,16990.0,0
H10,LPS,Exp03,677.932,539.658,48340.0,0
H10,LPS,Exp03,1036.78,446.708,84349.0,0
H10,LPS,Exp03,1225.47,,,0
H10,LPS,Exp03,685.717,,,0
H10,LPS,Exp03,702.699,472.02,129904.0,0
H10,LPS,Exp03,,466.473,50988.0,0
H10,LPS,Exp03,626.498,553.89,29894.0,0
H10,LPS,Exp03,,1004.93,3969.0,0
H10,LPS,Exp03,676.647,831.615,76756.0,0
H10,LPS,Exp03,690.179,556.776,150099.0,0
H10,LPS,Exp03,916.181,,,0
H10,LPS,Exp03,593.914,959.715,5609.0,1
H10,LPS,Exp03,597.0,,,0
H10,LPS,Exp03,615.507,860.445,5169.0,0
H10,LPS,Exp03,802.529,,,0
H10,LPS,Exp03,678.76,604.475,44630.0,0
H10,LPS,Exp03,677.286,560.19,22532.0,0
H10,LPS,Exp03,,1041.75,4754.0,0
H10,LPS,Exp03,1631.23,902.884,26272.0,0
H10,LPS,Exp03,,,,0
H10,LPS,Exp03,653.224,435.984,61319.0,0
H10,LPS,Exp03,730.664,,,0
H10,LPS,Exp03,974.717,509.271,55922.0,0
H10,LPS,Exp03,,641.103,62184.0,0
H10,LPS,Exp03,721.319,1290.78,7356.0,0
H10,LPS,Exp03,777.633,553.209,105350.0,0
H10,LPS,Exp03,937.915,,,0
H10,LPS,Exp03,754.818,467.874,124080.0,1
H10,LPS,Exp03,651.333,747.443,10448.0,0
H10,LPS,Exp03,,426.357,177008.0,0
H10,LPS,Exp03,664.886,559.435,29274.0,0
H10,LPS,Exp03,612.174,1289.03,2164.0,0
H10,LPS,Exp03,1175.53,1680.5,24956.0,0
H10,LPS,Exp03,769.9,945.794,10566.0,0
H10,LPS,Exp03,622.194,560.319,50307.0,2
H10,LPS,Exp03,605.965,472.479,21435.0,0
H10,LPS,Exp03,802.127,,,0
H10,LPS,Exp03,,1226.89,114022.0,0
H10,LPS,Exp03,662.805,527.529,42990.0,0
H10,LPS,Exp03,,2246.41,10958.0,0
H10,LPS,Exp03,635.428,1023.52,4176.0,1
H10,LPS,Exp03,,,,0
H10,LPS,Exp03,692.814,588.596,55654.0,0
H10,LPS,Exp03,,1285.97,26172.0,0
H10,LPS,Exp03,1719.13,2371.96,5574.0,0
H10,LPS,Exp03,853.497,,,0
H10,LPS,Exp03,1026.2,585.417,109816.0,0
H10,LPS,Exp03,1208.44,1707.05,12757.0,0
H10,LPS,Exp03,1402.49,1875.16,28457.0,0
H10,LPS,Exp03,741.836,551.852,500284.0,0
H10,LPS,Exp03,670.582,874.983,9571.0,0
H10,LPS,Exp03,783.245,,,0
H10,LPS,Exp03,709.09,1312.07,8147.0,0
H10,LPS,Exp03,1174.41,546.998,24416.0,0
H10,LPS,Exp03,,1115.69,9727.0,0
H10,LPS,Exp03,841.193,1491.5,7584.0,0
H10,LPS,Exp03,,,,1
H10,LPS,Exp03,,1245.49,38703.0,0
H10,LPS,Exp03,2239.49,2567.06,33854.0,0
H10,LPS,Exp03,608.064,749.669,8164.0,0
H10,LPS,Exp03,1611.55,3436.21,6437.0,0
H10,LPS,Exp03,668.396,616.583,247652.0,0
H10,LPS,Exp03,757.556,633.319,20244.0,0
H10,LPS,Exp03,813.103,1593.83,7423.0,0
H10,LPS,Exp03,956.4,1106.47,9369.0,0
H10,LPS,Exp03,686.633,628.675,45486.0,0
H10,LPS,Exp03,,1797.89,18170.0,0
H10,LPS,Exp03,674.441,1199.03,6817.0,0
H10,LPS,Exp03,891.136,483.122,99582.0,0
H10,LPS,Exp03,687.866,519.01,110463.0,0
H10,LPS,Exp03,,,,0
H10,LPS,Exp03,933.153,650.414,140094.0,0
H10,LPS,Exp03,1793.15,,,1
H10,LPS,Exp03,,624.277,36197.0,1
H10,LPS,Exp03,631.122,845.297,4404.0,0
H10,LPS,Exp03,721.856,,,0
H10,LPS,Exp03,664.976,907.25,10594.0,0
H10,LPS,Exp03,563.253,,,0
H10,LPS,Exp03,815.03,1080.95,59305.0,0
H10,LPS,Exp03,691.89,990.077,12783.0,0
H10,LPS,Exp03,875.135,2080.7,5943.0,0
H10,LPS,Exp03,689.988,,,0
H10,LPS,Exp03,695.432,1249.67,4284.0,0
H10,LPS,Exp03,727.13,,,0
H10,LPS,Exp03,,1174.23,6388.0,0
H10,LPS,Exp03,735.209,512.764,44547.0,0
H10,LPS,Exp03,775.985,609.791,212362.0,0
H10,LPS,Exp03,616.199,504.863,26680.0,0
H10,LPS,Exp03,,1420.45,7120.0,0
H10,LPS,Exp03,858.912,1339.03,14997.0,0
H10,LPS,Exp03,,,,0
H10,LPS,Exp03,1111.79,1054.88,20502.0,0
H10,LPS,Exp03,854.839,1087.52,33075.0,0
H10,LPS,Exp03,,,,0
H10,LPS,Exp03,892.023,759.14,57159.0,1
H10,LPS,Exp03,679.22,975.282,9291.0,0
H10,LPS,Exp03,670.567,1013.76,8694.0,0
H10,LPS,Exp03,,,,1
H10,LPS,Exp03,4147.93,739.423,15996.0,0
H10,LPS,Exp03,1405.05,,,1
H10,LPS,Exp03,1122.37,543.794,63558.0,0
H10,LPS,Exp03,2004.03,,,0
H10,LPS,Exp03,784.064,1308.04,12171.0,3
H10,LPS,Exp03,865.256,693.533,238572.0,0
H10,LPS,Exp03,795.532,1098.44,12185.0,0
H10,LPS,Exp03,1293.11,1340.11,5719.0,0
H10,LPS,Exp03,743.547,661.986,54723.0,0
H10,LPS,Exp03,903.553,,,1
H10,LPS,Exp03,756.342,667.076,44553.0,0
H10,LPS,Exp03,736.817,806.906,22155.0,0
H10,LPS,Exp03,785.596,696.902,7415.0,0
H10,LPS,Exp03,553.779,,,0
H10,LPS,Exp03,684.519,,,0
H10,LPS,Exp03,,875.791,363771.0,0
H10,LPS,Exp03,748.072,1447.51,6610.0,0
H10,LPS,Exp03,1899.75,1321.81,8877.0,0
H10,LPS,Exp03,653.53,675.619,20107.0,0
H10,LPS,Exp03,723.655,582.37,84175.0,0
H10,LPS,Exp03,,1116.02,13822.0,0
H10,LPS,Exp03,596.483,827.281,10603.0,0
H10,LPS,Exp03,673.949,571.883,181251.0,0
H10,LPS,Exp03,707.823,,,0
H10,LPS,Exp03,619.332,592.662,55962.0,0
H10,LPS,Exp03,,690.285,8566.0,0
H10,LPS,Exp03,800.548,,,0
H10,LPS,Exp03,910.952,489.218,55547.0,0
H10,LPS,Exp03,680.481,928.564,9284.0,1
H10,LPS,Exp03,913.542,,,0
H10,LPS,Exp03,932.77,1177.93,7630.0,0
H10,LPS,Exp03,912.582,846.558,13463.0,0
H10,LPS,Exp03,757.171,1075.22,8806.0,2
H10,LPS,Exp03,1058.17,607.983,54011.0,0
H10,LPS,Exp03,,491.764,123160.0,0
H10,LPS,Exp03,640.494,1212.34,6965.0,1
H10,LPS,Exp03,667.86,567.51,32450.0,0
H10,LPS,Exp03,600.977,,,0
H10,LPS,Exp03,709.396,738.162,18588.0,0
H10,LPS,Exp03,,1118.59,15565.0,0
H10,LPS,Exp03,675.013,628.553,23773.0,0
H10,LPS,Exp03,937.742,1617.69,7811.0,0
H10,LPS,Exp03,715.952,569.044,17004.0,0
H10,LPS,Exp03,620.325,,,0
H10,LPS,Exp03,604.313,616.15,16909.0,0
H10,LPS,Exp03,665.177,488.46,157180.0,0
H10,LPS,Exp03,665.402,,,0
H10,LPS,Exp03,893.972,,,0
H10,LPS,Exp03,1885.17,1132.43,17267.0,0
H10,LPS,Exp03,693.754,547.088,84249.0,0
H10,LPS,Exp03,1381.78,,,0
H10,LPS,Exp03,664.248,1225.86,4415.0,0
H10,LPS,Exp03,631.309,487.89,87725.0,0
H10,LPS,Exp03,643.161,768.638,19237.0,0
H10,LPS,Exp03,696.348,581.474,171361.0,0
H10,LPS,Exp03,720.233,1401.22,5280.0,0
H10,LPS,Exp03,691.14,608.462,70166.0,0
H10,LPS,Exp03,673.049,,,0
H10,LPS,Exp03,698.893,1131.4,8497.0,1
H10,LPS,Exp03,2163.45,1437.69,7228.0,0
H10,LPS,Exp03,691.329,,,0
H10,LPS,Exp03,673.052,955.711,13893.0,0
H10,LPS,Exp03,857.04,1462.33,8904.0,1
H10,LPS,Exp03,,,,0
H10,LPS,Exp03,693.6,549.056,129500.0,0
H10,LPS,Exp03,667.786,524.525,58371.0,0
H10,LPS,Exp03,2869.82,1236.93,67695.0,1
H10,LPS,Exp03,612.774,404.051,71762.0,0
H11,Nigericin,Exp03,,526.633,13049.0,0
H11,Nigericin,Exp03,838.858,,,0
H11,Nigericin,Exp03,1252.69,1593.58,2407.0,0
H11,Nigericin,Exp03,1186.03,999.519,15529.0,0
H11,Nigericin,Exp03,679.898,1017.54,1415.0,1
H11,Nigericin,Exp03,1161.58,,,0
H11,Nigericin,Exp03,986.156,1550.05,4869.0,0
H11,Nigericin,Exp03,1221.72,1983.35,4254.0,0
H11,Nigericin,Exp03,1052.59,,,0
