Well,Category,Replicate,Cytoplasm_Intensity_MeanIntensity_NFKB,Nuclei_Intensity_MeanIntensity_NFKB,Cytoplasm_AreaShape_Area_CD45,number_ASC
H07,Untreated,Exp03,1258.15,1715.93,3519.0,1
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,,1439.97,15639.0,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,1160.02,,,0
H07,Untreated,Exp03,978.302,1673.28,7321.0,0
H07,Untreated,Exp03,679.084,861.648,45335.0,0
H07,Untreated,Exp03,1577.11,2461.61,5546.0,0
H07,Untreated,Exp03,843.646,,,1
H07,Untreated,Exp03,,983.286,13257.0,0
H07,Untreated,Exp03,1197.52,,,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,771.6,898.44,14786.0,0
H07,Untreated,Exp03,834.557,,,0
H07,Untreated,Exp03,1653.1,,,0
H07,Untreated,Exp03,822.192,,,0
H07,Untreated,Exp03,879.905,780.834,67439.0,2
H07,Untreated,Exp03,,846.801,19954.0,2
H07,Untreated,Exp03,790.699,566.673,49064.0,0
H07,Untreated,Exp03,854.267,1059.38,8951.0,0
H07,Untreated,Exp03,,,,1
H07,Untreated,Exp03,,1025.71,8925.0,0
H07,Untreated,Exp03,1416.89,1224.58,13703.0,0
H07,Untreated,Exp03,916.236,,,0
H07,Untreated,Exp03,866.492,846.019,176460.0,0
H07,Untreated,Exp03,831.632,,,0
H07,Untreated,Exp03,976.512,1368.57,4640.0,0
H07,Untreated,Exp03,795.681,576.359,93075.0,0
H07,Untreated,Exp03,991.873,899.487,55193.0,0
H07,Untreated,Exp03,950.412,,,0
H07,Untreated,Exp03,949.842,761.792,166181.0,0
H07,Untreated,Exp03,895.165,1727.18,3440.0,0
H07,Untreated,Exp03,968.846,934.768,53462.0,1
H07,Untreated,Exp03,2254.99,2441.72,1782.0,0
H07,Untreated,Exp03,744.056,655.884,67723.0,0
H07,Untreated,Exp03,886.819,683.104,77944.0,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,799.875,1054.96,12237.0,0
H07,Untreated,Exp03,832.834,1165.82,12923.0,0
H07,Untreated,Exp03,762.038,1116.0,12366.0,0
H07,Untreated,Exp03,900.543,1340.78,4443.0,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,,,,1
H07,Untreated,Exp03,752.969,608.509,47327.0,0
H07,Untreated,Exp03,756.448,571.396,164116.0,0
H07,Untreated,Exp03,,1020.96,4803.0,0
H07,Untreated,Exp03,1198.54,,,0
H07,Untreated,Exp03,791.969,1086.58,5846.0,0
H07,Untreated,Exp03,990.549,,,0
H07,Untreated,Exp03,1369.06,,,0
H07,Untreated,Exp03,786.87,622.712,114718.0,0
H07,Untreated,Exp03,843.944,859.056,43372.0,0
H07,Untreated,Exp03,,827.582,41214.0,0
H07,Untreated,Exp03,787.155,,,2
H07,Untreated,Exp03,787.73,630.016,78553.0,0
H07,Untreated,Exp03,1844.23,1416.91,17636.0,0
H07,Untreated,Exp03,,3156.9,1801.0,0
H07,Untreated,Exp03,751.532,903.912,122825.0,0
H07,Untreated,Exp03,1151.7,817.633,28012.0,0
H07,Untreated,Exp03,2232.07,,,0
H07,Untreated,Exp03,2306.8,,,0
H07,Untreated,Exp03,747.064,601.118,61342.0,0
H07,Untreated,Exp03,5528.93,3681.82,52408.0,0
H07,Untreated,Exp03,776.372,979.78,4991.0,0
H07,Untreated,Exp03,724.351,962.924,5759.0,0
H07,Untreated,Exp03,760.939,947.119,18147.0,0
H07,Untreated,Exp03,1170.74,,,0
H07,Untreated,Exp03,779.73,1194.82,6118.0,0
H07,Untreated,Exp03,751.066,584.584,63047.0,0
H07,Untreated,Exp03,804.994,,,0
H07,Untreated,Exp03,,1143.23,8494.0,0
H07,Untreated,Exp03,1047.21,1152.3,36284.0,0
H07,Untreated,Exp03,1199.28,1729.43,10926.0,0
H07,Untreated,Exp03,,1096.52,46157.0,0
H07,Untreated,Exp03,1226.05,,,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,763.839,,,0
H07,Untreated,Exp03,1003.31,,,1
H07,Untreated,Exp03,766.776,1620.35,5924.0,0
H07,Untreated,Exp03,770.896,909.838,11895.0,0
H07,Untreated,Exp03,899.873,804.214,35143.0,0
H07,Untreated,Exp03,,966.723,47996.0,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,733.424,593.372,36090.0,0
H07,Untreated,Exp03,840.26,1255.35,5998.0,0
H07,Untreated,Exp03,,567.709,76002.0,1
H07,Untreated,Exp03,937.677,1250.94,8127.0,0
H07,Untreated,Exp03,825.443,1151.5,5835.0,1
H07,Untreated,Exp03,786.58,628.158,96607.0,0
H07,Untreated,Exp03,706.113,691.963,38409.0,0
H07,Untreated,Exp03,890.456,666.415,189660.0,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,1809.67,1331.24,171369.0,0
H07,Untreated,Exp03,802.991,693.973,40913.0,1
H07,Untreated,Exp03,762.997,1762.47,4352.0,0
H07,Untreated,Exp03,893.284,1349.13,5828.0,0
H07,Untreated,Exp03,,1573.85,2151.0,0
H07,Untreated,Exp03,791.416,1157.96,8001.0,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,1109.78,1054.15,45228.0,0
H07,Untreated,Exp03,911.745,,,0
H07,Untreated,Exp03,,599.015,178949.0,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,,1159.57,25364.0,0
H07,Untreated,Exp03,690.832,839.967,5994.0,0
H07,Untreated,Exp03,897.947,961.958,17461.0,0
H07,Untreated,Exp03,620.414,889.704,6862.0,0
H07,Untreated,Exp03,,1092.93,7506.0,0
H07,Untreated,Exp03,625.596,477.972,60109.0,1
H07,Untreated,Exp03,,1058.41,2632.0,0
H07,Untreated,Exp03,,691.841,72640.0,0
H07,Untreated,Exp03,,1096.09,13389.0,0
H07,Untreated,Exp03,948.641,814.306,12037.0,0
H07,Untreated,Exp03,933.792,685.831,35244.0,0
H07,Untreated,Exp03,,1376.42,3454.0,0
H07,Untreated,Exp03,1292.48,1156.47,12274.0,0
H07,Untreated,Exp03,,2062.14,10975.0,0
H07,Untreated,Exp03,786.844,995.082,4259.0,1
H07,Untreated,Exp03,1148.43,1108.36,28505.0,0
H07,Untreated,Exp03,778.301,626.285,76613.0,0
H07,Untreated,Exp03,1321.88,,,0
H07,Untreated,Exp03,,1192.23,5600.0,0
H07,Untreated,Exp03,1276.18,1299.54,25530.0,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,939.568,584.176,53127.0,1
H07,Untreated,Exp03,969.517,966.889,14243.0,0
H07,Untreated,Exp03,,1097.04,42077.0,0
H07,Untreated,Exp03,1143.25,797.801,30309.0,0
H07,Untreated,Exp03,539.883,491.541,226168.0,0
H07,Untreated,Exp03,872.383,731.569,49146.0,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,2403.6,1679.18,7472.0,2
H07,Untreated,Exp03,1215.07,1205.78,21310.0,0
H07,Untreated,Exp03,1898.64,845.977,24305.0,0
H07,Untreated,Exp03,,593.417,67172.0,0
H07,Untreated,Exp03,,1315.44,8108.0,1
H07,Untreated,Exp03,913.929,749.321,60872.0,2
H07,Untreated,Exp03,698.694,660.59,12391.0,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,928.315,820.178,68091.0,0
H07,Untreated,Exp03,850.31,515.086,94113.0,0
H07,Untreated,Exp03,751.115,,,0
H07,Untreated,Exp03,892.598,1438.61,3842.0,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,654.099,1022.36,5083.0,0
H07,Untreated,Exp03,1333.1,864.722,14758.0,0
H07,Untreated,Exp03,1259.05,1217.39,23115.0,0
H07,Untreated,Exp03,816.225,667.669,89243.0,1
H07,Untreated,Exp03,1609.03,1054.29,8896.0,0
H07,Untreated,Exp03,741.495,586.801,68918.0,0
H07,Untreated,Exp03,1113.22,927.199,49803.0,0
H07,Untreated,Exp03,1120.29,911.302,21650.0,0
H07,Untreated,Exp03,680.111,596.793,61515.0,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,838.933,1124.11,11155.0,1
H07,Untreated,Exp03,2810.91,1939.82,6933.0,1
H07,Untreated,Exp03,1066.66,765.713,44243.0,0
H07,Untreated,Exp03,1691.56,1410.95,27668.0,0
H07,Untreated,Exp03,724.327,1143.74,7155.0,1
H07,Untreated,Exp03,999.546,,,0
H07,Untreated,Exp03,736.173,597.045,165582.0,0
H07,Untreated,Exp03,780.96,,,0
H07,Untreated,Exp03,976.214,,,0
H07,Untreated,Exp03,847.996,,,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,764.066,657.168,57159.0,0
H07,Untreated,Exp03,2748.47,561.986,189904.0,2
H07,Untreated,Exp03,,1015.66,39568.0,0
H07,Untreated,Exp03,617.004,682.053,8898.0,0
H07,Untreated,Exp03,888.071,608.047,40242.0,0
H07,Untreated,Exp03,930.324,671.745,52553.0,0
H07,Untreated,Exp03,783.832,686.34,21860.0,0
H07,Untreated,Exp03,,1432.44,7782.0,0
H07,Untreated,Exp03,1477.07,,,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,683.995,594.272,74666.0,1
H07,Untreated,Exp03,836.498,,,2
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,933.743,771.638,66301.0,0
H07,Untreated,Exp03,1255.92,922.839,49060.0,0
H07,Untreated,Exp03,917.504,1116.97,15939.0,0
H07,Untreated,Exp03,644.539,518.696,46106.0,1
H07,Untreated,Exp03,881.324,653.06,72784.0,0
H07,Untreated,Exp03,812.235,1342.5,4427.0,0
H07,Untreated,Exp03,851.955,1005.89,106188.0,0
H07,Untreated,Exp03,1386.63,,,0
H07,Untreated,Exp03,654.171,,,0
H07,Untreated,Exp03,734.859,656.717,21839.0,1
H07,Untreated,Exp03,707.938,861.546,142591.0,0
H07,Untreated,Exp03,809.255,,,1
H07,Untreated,Exp03,707.374,829.935,5133.0,0
H07,Untreated,Exp03,868.958,,,1
H07,Untreated,Exp03,1072.83,1320.66,4715.0,0
H07,Untreated,Exp03,766.298,538.108,141548.0,0
H07,Untreated,Exp03,1075.61,,,0
H07,Untreated,Exp03,,1657.01,6568.0,0
H07,Untreated,Exp03,771.75,572.839,70626.0,1
H07,Untreated,Exp03,999.379,1398.95,4933.0,1
H07,Untreated,Exp03,997.903,1618.64,7329.0,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,911.649,,,1
H07,Untreated,Exp03,679.92,995.568,10765.0,0
H07,Untreated,Exp03,653.4,836.222,6878.0,0
H07,Untreated,Exp03,797.008,930.182,19008.0,0
H07,Untreated,Exp03,840.051,651.79,72278.0,0
H07,Untreated,Exp03,659.246,,,0
H07,Untreated,Exp03,911.713,1239.31,2681.0,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,761.89,1099.12,7322.0,0
H07,Untreated,Exp03,786.186,933.166,3873.0,0
H07,Untreated,Exp03,850.369,,,0
H07,Untreated,Exp03,1063.21,931.318,113342.0,3
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,919.37,771.05,56892.0,1
H07,Untreated,Exp03,729.195,1142.68,6308.0,0
H07,Untreated,Exp03,,1865.12,7091.0,1
H07,Untreated,Exp03,891.962,1546.78,2567.0,0
H07,Untreated,Exp03,841.633,739.724,10464.0,1
H07,Untreated,Exp03,978.18,,,0
H07,Untreated,Exp03,1024.04,1012.8,25893.0,0
H07,Untreated,Exp03,749.687,1097.15,2702.0,0
H07,Untreated,Exp03,980.119,,,0
H07,Untreated,Exp03,829.117,622.208,16333.0,0
H07,Untreated,Exp03,,1243.24,1705.0,0
H07,Untreated,Exp03,,1230.94,5173.0,0
H07,Untreated,Exp03,829.901,1053.06,12723.0,0
H07,Untreated,Exp03,744.884,,,0
H07,Untreated,Exp03,,1940.07,54632.0,0
H07,Untreated,Exp03,774.202,611.35,41946.0,1
H07,Untreated,Exp03,936.137,1306.18,4570.0,0
H07,Untreated,Exp03,866.308,784.024,41973.0,0
H07,Untreated,Exp03,1693.02,,,0
H07,Untreated,Exp03,732.581,,,1
H07,Untreated,Exp03,908.475,,,0
H07,Untreated,Exp03,894.95,616.609,111361.0,0
H07,Untreated,Exp03,750.106,610.923,50005.0,0
H07,Untreated,Exp03,737.213,614.19,106116.0,0
H07,Untreated,Exp03,643.056,526.936,44042.0,0
H07,Untreated,Exp03,708.318,650.099,441885.0,0
H07,Untreated,Exp03,814.923,,,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,902.962,727.592,40529.0,0
H07,Untreated,Exp03,,1750.73,17880.0,0
H07,Untreated,Exp03,575.076,467.233,51383.0,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,595.524,451.501,85577.0,0
H07,Untreated,Exp03,701.582,,,0
H07,Untreated,Exp03,603.249,768.337,6662.0,0
H07,Untreated,Exp03,675.288,576.802,75892.0,0
H07,Untreated,Exp03,1297.61,1096.64,16710.0,0
H07,Untreated,Exp03,1010.38,1286.28,12436.0,0
H07,Untreated,Exp03,672.78,684.196,17701.0,0
H07,Untreated,Exp03,670.656,739.026,211221.0,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,719.383,1130.29,9422.0,0
H07,Untreated,Exp03,,606.616,25796.0,0
H07,Untreated,Exp03,842.203,682.164,66350.0,0
H07,Untreated,Exp03,720.531,991.973,2438.0,0
H07,Untreated,Exp03,898.912,,,0
H07,Untreated,Exp03,,828.565,4066.0,0
H07,Untreated,Exp03,786.777,1516.44,7906.0,0
H07,Untreated,Exp03,862.733,1114.13,3087.0,0
H07,Untreated,Exp03,714.829,509.14,29421.0,2
H07,Untreated,Exp03,862.022,,,0
H07,Untreated,Exp03,,,,1
H07,Untreated,Exp03,,916.585,13532.0,0
H07,Untreated,Exp03,,1072.85,9253.0,0
H07,Untreated,Exp03,821.012,759.299,6430.0,1
H07,Untreated,Exp03,1249.79,,,0
H07,Untreated,Exp03,869.227,,,0
H07,Untreated,Exp03,1588.48,,,0
H07,Untreated,Exp03,1670.47,791.732,36909.0,1
H07,Untreated,Exp03,1258.77,616.461,91698.0,0
H07,Untreated,Exp03,843.958,,,0
H07,Untreated,Exp03,946.327,,,0
H07,Untreated,Exp03,734.802,657.483,37611.0,0
H07,Untreated,Exp03,1511.17,594.781,168152.0,0
H07,Untreated,Exp03,753.65,884.157,75014.0,2
H07,Untreated,Exp03,1031.61,1854.99,7836.0,2
H07,Untreated,Exp03,676.895,681.606,10576.0,0
H07,Untreated,Exp03,754.738,,,0
H07,Untreated,Exp03,1197.99,944.054,16813.0,0
H07,Untreated,Exp03,910.86,1175.59,5702.0,1
H07,Untreated,Exp03,808.398,1042.94,6945.0,0
H07,Untreated,Exp03,965.85,,,0
H07,Untreated,Exp03,997.65,,,0
H07,Untreated,Exp03,699.765,878.069,6392.0,0
H07,Untreated,Exp03,1047.59,,,0
H07,Untreated,Exp03,2020.82,1011.73,15379.0,0
H07,Untreated,Exp03,893.937,,,1
H07,Untreated,Exp03,735.3,559.912,50029.0,0
H07,Untreated,Exp03,,2346.8,8843.0,1
H07,Untreated,Exp03,,1779.49,9902.0,0
H07,Untreated,Exp03,,1584.25,5411.0,1
H07,Untreated,Exp03,791.154,677.829,291965.0,0
H07,Untreated,Exp03,816.028,1340.04,3359.0,0
H07,Untreated,Exp03,784.945,1089.74,9634.0,0
H07,Untreated,Exp03,841.065,645.971,290103.0,0
H07,Untreated,Exp03,843.281,756.812,18541.0,0
H07,Untreated,Exp03,,647.752,110615.0,0
H07,Untreated,Exp03,700.829,551.904,74378.0,0
H07,Untreated,Exp03,1286.33,737.982,13323.0,0
H07,Untreated,Exp03,1172.46,944.024,28569.0,1
H07,Untreated,Exp03,787.856,1291.2,4424.0,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,883.097,532.014,67634.0,0
H07,Untreated,Exp03,,845.744,11760.0,0
H07,Untreated,Exp03,975.563,1143.42,36590.0,0
H07,Untreated,Exp03,717.732,1183.95,6804.0,1
H07,Untreated,Exp03,1347.19,1033.16,6913.0,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,649.339,635.921,11829.0,0
H07,Untreated,Exp03,1088.14,,,0
H07,Untreated,Exp03,1104.87,,,0
H07,Untreated,Exp03,944.203,713.566,79831.0,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,978.593,752.151,91843.0,0
H07,Untreated,Exp03,798.203,,,0
H07,Untreated,Exp03,885.978,773.355,91311.0,0
H07,Untreated,Exp03,,,,2
H07,Untreated,Exp03,602.054,593.712,3306.0,0
H07,Untreated,Exp03,682.82,561.651,74143.0,0
H07,Untreated,Exp03,810.855,1385.63,4163.0,1
H07,Untreated,Exp03,744.918,1599.59,4692.0,0
H07,Untreated,Exp03,756.322,1028.82,10417.0,0
H07,Untreated,Exp03,1603.21,1125.03,8340.0,0
H07,Untreated,Exp03,839.584,,,0
H07,Untreated,Exp03,1102.66,852.332,65324.0,0
H07,Untreated,Exp03,940.397,778.061,113217.0,1
H07,Untreated,Exp03,778.34,877.484,4794.0,0
H07,Untreated,Exp03,747.557,1071.98,5487.0,0
H07,Untreated,Exp03,823.417,,,0
H07,Untreated,Exp03,1184.02,,,0
H07,Untreated,Exp03,630.702,536.898,40519.0,1
H07,Untreated,Exp03,937.965,692.531,72515.0,0
H07,Untreated,Exp03,825.943,,,0
H07,Untreated,Exp03,890.84,1330.46,7777.0,2
H07,Untreated,Exp03,762.903,1096.1,6316.0,0
H07,Untreated,Exp03,,629.321,150093.0,0
H07,Untreated,Exp03,1402.82,1256.92,30962.0,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,,1307.13,26424.0,0
H07,Untreated,Exp03,1718.38,1972.68,5691.0,0
H07,Untreated,Exp03,1188.0,,,1
H07,Untreated,Exp03,1095.99,,,0
H07,Untreated,Exp03,,3799.36,1659.0,0
H07,Untreated,Exp03,,1700.91,7878.0,0
H07,Untreated,Exp03,874.534,984.703,4273.0,0
H07,Untreated,Exp03,1376.58,,,1
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,557.047,448.28,67178.0,0
H07,Untreated,Exp03,1008.77,1482.36,6256.0,0
H07,Untreated,Exp03,849.78,1240.03,10894.0,0
H07,Untreated,Exp03,,637.193,5229.0,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,857.287,660.88,33840.0,0
H07,Untreated,Exp03,634.821,,,0
H07,Untreated,Exp03,1171.1,1355.97,25108.0,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,825.996,1037.06,6602.0,0
H07,Untreated,Exp03,671.265,567.801,35709.0,0
H07,Untreated,Exp03,574.83,,,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,1649.71,671.965,71869.0,1
H07,Untreated,Exp03,,1714.12,8436.0,0
H07,Untreated,Exp03,706.352,875.374,7257.0,0
H07,Untreated,Exp03,804.161,649.847,140943.0,0
H07,Untreated,Exp03,859.464,,,0
H07,Untreated,Exp03,616.548,727.392,8166.0,0
H07,Untreated,Exp03,,1897.37,11188.0,0
H07,Untreated,Exp03,724.04,621.209,25883.0,0
H07,Untreated,Exp03,721.612,1055.67,10855.0,0
H07,Untreated,Exp03,686.393,931.068,6386.0,0
H07,Untreated,Exp03,689.24,718.722,9848.0,0
H07,Untreated,Exp03,835.268,1030.02,11706.0,0
H07,Untreated,Exp03,615.36,464.259,105784.0,0
H07,Untreated,Exp03,,1316.47,7153.0,0
H07,Untreated,Exp03,1024.04,,,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,,995.69,8236.0,0
H07,Untreated,Exp03,2272.59,820.89,78445.0,0
H07,Untreated,Exp03,854.464,,,0
H07,Untreated,Exp03,1094.58,,,0
H07,Untreated,Exp03,,,,0
H07,Untreated,Exp03,772.343,,,0
H08,Untreated,Exp03,,1317.63,5857.0,0
H08,Untreated,Exp03,772.027,647.763,7947.0,1
H08,Untreated,Exp03,737.224,764.415,11771.0,0
H08,Untreated,Exp03,789.175,,,0
H08,Untreated,Exp03,2253.09,755.53,22121.0,0
H08,Untreated,Exp03,,1285.33,13644.0,1
H08,Untreated,Exp03,,657.131,53101.0,0
H08,Untreated,Exp03,,,,0
H08,Untreated,Exp03,2610.89,1004.07,5150.0,0
H08,Untreated,Exp03,819.493,612.612,58187.0,0
H08,Untreated,Exp03,718.769,573.569,87554.0,0
H08,Untreated,Exp03,689.792,769.07,13472.0,0
H08,Untreated,Exp03,800.125,,,1
H08,Untreated,Exp03,892.895,645.883,55425.0,1
H08,Untreated,Exp03,1029.73,874.528,31717.0,0
H08,Untreated,Exp03,679.854,752.125,2600.0,1
H08,Untreated,Exp03,710.728,637.252,68319.0,0
H08,Untreated,Exp03,1231.03,558.982,62168.0,0
H08,Untreated,Exp03,660.829,764.549,11401.0,0
H08,Untreated,Exp03,,924.842,5502.0,0
H08,Untreated,Exp03,,938.951,2946.0,0
H08,Untreated,Exp03,839.681,,,0
H08,Untreated,Exp03,845.427,,,0
H08,Untreated,Exp03,724.689,605.794,43396.0,0
H08,Untreated,Exp03,794.313,844.498,5668.0,0
H08,Untreated,Exp03,,748.298,35382.0,1
H08,Untreated,Exp03,823.151,,,0
H08,Untreated,Exp03,,812.667,58252.0,0
H08,Untreated,Exp03,1199.09,997.584,18800.0,0
H08,Untreated,Exp03,870.977,,,0
H08,Untreated,Exp03,589.446,,,0
H08,Untreated,Exp03,700.137,513.387,121999.0,0
H08,Untreated,Exp03,758.333,,,0
H08,Untreated,Exp03,961.69,771.403,42157.0,0
H08,Untreated,Exp03,654.594,782.342,6635.0,0
H08,Untreated,Exp03,754.049,1070.64,4154.0,0
H08,Untreated,Exp03,802.618,637.235,46905.0,0
H08,Untreated,Exp03,733.657,635.676,46716.0,0
H08,Untreated,Exp03,2260.16,,,1
H08,Untreated,Exp03,712.952,946.955,5415.0,0
H08,Untreated,Exp03,1196.1,,,2
H08,Untreated,Exp03,855.519,661.847,70809.0,2
H08,Untreated,Exp03,952.662,1102.82,5420.0,1
H08,Untreated,Exp03,1964.94,1082.8,12408.0,0
H08,Untreated,Exp03,1942.94,,,1
H08,Untreated,Exp03,720.924,,,0
H08,Untreated,Exp03,,,,1
H08,Untreated,Exp03,1043.28,,,1
H08,Untreated,Exp03,1255.82,983.802,60311.0,0
H08,Untreated,Exp03,677.642,809.245,8813.0,0
H08,Untreated,Exp03,885.168,,,0
H08,Untreated,Exp03,792.143,631.024,74887.0,1
H08,Untreated,Exp03,,,,0
H08,Untreated,Exp03,878.371,1222.89,8646.0,0
H08,Untreated,Exp03,1855.01,1313.7,7393.0,0
H08,Untreated,Exp03,935.053,594.886,224282.0,0
H08,Untreated,Exp03,,1178.66,4805.0,1
H08,Untreated,Exp03,762.137,555.784,101463.0,0
H08,Untreated,Exp03,817.271,,,0
H08,Untreated,Exp03,723.473,616.627,105811.0,0
H08,Untreated,Exp03,856.442,,,0
H08,Untreated,Exp03,875.675,694.365,65742.0,0
H08,Untreated,Exp03,,,,0
H08,Untreated,Exp03,672.301,670.281,6332.0,0
H08,Untreated,Exp03,691.18,906.249,7354.0,1
H08,Untreated,Exp03,773.654,632.166,41600.0,0
H08,Untreated,Exp03,859.984,,,0
H08,Untreated,Exp03,,1884.74,12290.0,0
H08,Untreated,Exp03,746.111,583.103,59293.0,1
H08,Untreated,Exp03,672.246,846.3,5841.0,1
H08,Untreated,Exp03,2712.13,,,0
H08,Untreated,Exp03,962.997,688.882,88616.0,1
H08,Untreated,Exp03,1240.31,1707.9,4260.0,1
H08,Untreated,Exp03,730.756,596.625,70900.0,0
H08,Untreated,Exp03,804.544,654.325,53524.0,1
H08,Untreated,Exp03,1329.93,1460.84,16209.0,0
H08,Untreated,Exp03,847.154,733.112,42244.0,0
