ObjectNumber,Metadata_Plate,Metadata_Site,Metadata_Tags,Metadata_Well,Category,AreaShape_Area,Intensity_IntegratedIntensity_OrigAGP,Granularity_10_OrigMito
18,MIG-Exp03-CP-40X-bin1X1,6,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,3253,20.94796706945636,5.999893864941139
19,MIG-Exp03-CP-40X-bin1X1,6,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,20964,56.13270794088021,2.2145848040236698
20,MIG-Exp03-CP-40X-bin1X1,6,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,32692,70.5514305816032,0.905684638873343
21,MIG-Exp03-CP-40X-bin1X1,6,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,3589,8.468345162924379,0.3066326334611693
22,MIG-Exp03-CP-40X-bin1X1,6,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,15444,41.351003486895934,3.017960842231611
23,MIG-Exp03-CP-40X-bin1X1,6,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,16629,44.50376148894429,3.226448705195489
24,MIG-Exp03-CP-40X-bin1X1,6,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,42980,128.9009999902919,0.3425456527986335
25,MIG-Exp03-CP-40X-bin1X1,6,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,15820,45.30452451808378,3.539215224032044
26,MIG-Exp03-CP-40X-bin1X1,6,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,3777,8.281757838092744,3.181391164103456
27,MIG-Exp03-CP-40X-bin1X1,6,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,11830,26.42264439864084,1.2195153851120752
28,MIG-Exp03-CP-40X-bin1X1,6,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,14614,42.83457722957246,0.677596722246776
29,MIG-Exp03-CP-40X-bin1X1,6,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,11428,30.649408796336505,5.284830173288056
30,MIG-Exp03-CP-40X-bin1X1,6,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,2627,6.400091563118622,1.519576494292414
31,MIG-Exp03-CP-40X-bin1X1,6,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,5856,13.458869309397414,2.711723418822192
32,MIG-Exp03-CP-40X-bin1X1,6,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,2528,17.208072264445946,0.7406921421552739
33,MIG-Exp03-CP-40X-bin1X1,6,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,22033,50.669398095458746,0.0
34,MIG-Exp03-CP-40X-bin1X1,6,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,38113,96.67817224445751,0.0
35,MIG-Exp03-CP-40X-bin1X1,6,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,8211,17.01451132586226,2.0233867059772805
36,MIG-Exp03-CP-40X-bin1X1,6,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,12762,37.2048983394634,3.54106778943456
37,MIG-Exp03-CP-40X-bin1X1,6,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,55844,139.6842146336567,0.0424541665093874
38,MIG-Exp03-CP-40X-bin1X1,6,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,13276,32.01300074113533,8.969479621248006
1,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,1129,2.218951704679057,1.3949810284759523
2,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,13385,41.935500390594825,1.2063362303659926
3,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,7619,25.510536576854065,3.208627186250485
4,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,27388,66.14320602593943,0.914232896781803
5,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,15576,53.62380445981398,0.0
6,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,4587,15.512733777053654,7.637662469545002
7,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,3016,9.034576989710333,7.148665988208426
8,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,4383,12.028259745799003,7.312798529150595
9,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,21283,76.51279522804543,0.5706159384068036
10,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,19489,53.61384016298689,2.5717591630474583
11,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,35505,136.61432959814556,4.556271675812136
12,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,6908,23.039719414664432,4.760846195286335
13,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,3498,16.259327377192676,0.3541465200948185
14,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,27466,104.62743680016138,2.605906805938578
15,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,11531,35.08188012172468,5.720314587506411
16,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,21076,60.44586890563369,2.2773790286256785
17,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,8582,26.63921581627801,4.182318882129303
18,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,10302,32.72323204111308,0.0
19,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,3352,9.925413929391652,3.867727625903956
20,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,11143,29.74686819594353,8.104005477316852
21,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,3781,35.40439502079971,2.7789623464076025
22,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,2939,7.32935077114962,1.9508154837837195
23,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,2676,6.156328679062426,6.474317958189041
24,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,1088,2.111573967617005,4.825532564989079
25,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,4214,9.491554142907262,1.8748167866272405
26,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,22760,130.66436494328082,4.1853791146501385
27,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,4088,10.360738540999591,1.0473557499664217
28,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,1898,3.956511786673218,2.2345518264552924
29,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,9611,27.73588172346353,2.522786825553601
30,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,5725,16.770931601757184,1.712386607728759
31,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,12295,42.25641301181168,0.4228350826281468
32,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,16802,49.396429585525766,0.7992902564182721
33,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,5210,15.862440017051997,4.722753466786096
34,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,2933,34.36826152796857,5.0186541921643215
35,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,18082,66.35170577536337,1.931586445063041
36,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,35900,128.09172312915325,0.4215367485778603
37,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,16893,56.21091051585972,3.177337951490967
1,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,3554,31.2159155132249,5.789240937392617
2,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,2905,7.449668122222647,5.076435721890841
3,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,25343,80.26273031439632,4.8833761910379625
4,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,9141,26.02748160995543,0.0
5,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,2680,19.46404237952084,5.516592575361632
6,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,8770,24.61821939377114,1.520368995958282
7,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,27784,92.40863731736316,0.514709566056029
8,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,40019,131.68180466606282,0.0650974070121366
9,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,15510,38.127473952714354,2.171317068816553
10,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,21490,50.46311140619218,1.545970866283365
11,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,5048,43.39606374246068,9.401488667158702
12,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,23053,59.91349677857943,0.0
13,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,16429,32.68868542951532,2.789556568374492
14,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,24192,86.58671016478911,0.3931393799645594
15,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,35475,132.43827092810534,0.0270542988355038
16,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,4103,8.963424124056473,2.8747638080248543
17,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,28625,65.27922489587218,1.3758681843083662
18,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,8383,21.53968114336021,2.910737474587435
19,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,6676,19.06442369124852,5.878024538506682
20,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,3171,21.47025289642625,1.473658030522912
21,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,17588,43.12542917346582,0.5158897706316347
22,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,6246,18.3484093232546,0.0
23,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,11133,30.344243583269417,0.0
24,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,35649,90.83331073494628,4.350997837369961
25,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,1617,4.049942784477025,3.423389353865078
26,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,12044,25.830228134756908,0.0
27,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,24217,66.50229672645219,5.301004864201308
28,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,7676,20.3340505566448,0.0
29,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,9362,17.842236968455836,3.6923470727188383
30,MIG-Exp03-CP-40X-bin1X1,5,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,L13,LPS/Nigericin,1852,4.3098497008904815,1.0416585795892892
1,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,2484,14.60320461075753,11.14902320898846
2,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,11864,35.335057782009244,0.0
3,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,17464,36.78883041907102,0.0
4,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,2365,8.796978829661384,7.246425933449998
5,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,3021,5.482078277505934,1.599350679576979
6,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,7169,17.802136301063,2.2122384797572496
7,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,14019,34.01069661043584,1.908016091433619
8,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,13315,28.23622493026778,2.49815098483707
9,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,15189,35.166338625364006,5.763953939471167
10,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,6672,14.823453125078233,1.8114542136647989
11,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,9180,22.86393533926457,2.918623643343685
12,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,10006,27.713283062912524,1.426096242387534
13,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,9994,24.225574151379988,0.1865994663666202
14,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,8853,24.741527517093346,0.0
15,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,7606,19.40975054190494,4.37570289504891
16,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,13649,31.7825132003054,0.260255877102207
17,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,13612,53.601724895183,2.4907114153810186
18,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,43617,94.25273527693936,0.8841962859858655
19,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,14037,30.9845731430687,2.7705275490590977
20,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,11190,29.651285691186786,8.581282104236895
21,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,7604,19.31548029417172,6.355299146514178
22,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,16522,42.55146117089316,4.640408301062092
23,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,6034,11.983978027943522,1.574535897741714
24,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,10959,24.58103304891847,5.284974260188246
25,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,44183,132.9221642059274,2.320259359278129
26,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,13965,38.37819502572529,3.493674582382936
27,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,5304,10.623056379845366,8.990736769385073
28,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,11200,24.00050355657004,0.2386128558359398
29,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,3458,16.296315259533003,8.106641594442426
30,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,9618,25.72831314872019,5.206159927957465
31,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,15412,31.32419319660403,6.181166237868406
32,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,12632,33.30423446977511,1.1683029048014988
33,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,9050,19.1777828624472,0.0
34,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,2405,4.751247423933819,0.0009606588373012
35,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,20627,44.588693055324256,0.7240650466816878
36,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,10772,27.97701996890828,0.9525200669131124
37,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,2948,14.769619535654783,5.270662389560017
38,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,16500,50.19211141928099,1.6832939267713816
39,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,36620,90.7332724283915,0.0
40,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,3208,7.628503859043121,7.51830154768202
41,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,13929,42.0454111052677,0.6365078947206857
42,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,14695,39.677195525495335,2.0821583479095143
43,MIG-Exp03-CP-40X-bin1X1,7,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,K13,LPS/Nigericin,1088,2.187502860557288,5.767210906308862
1,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,24865,87.05822900496423,2.1734430110642338
2,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,7598,19.93417262332514,2.075668451935736
3,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,15367,47.63248681044206,4.553902698731375
4,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,3553,26.415167851606384,2.983357719871756
5,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,13892,55.21385589730926,2.0510419565479747
6,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,8817,28.657038413453847,1.1280989535028076
7,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,24119,82.76469135959633,0.475162822961311
8,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,37094,100.25427652290092,0.7866371140973609
9,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,13298,48.50321247102693,2.627098306874667
10,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,28098,98.9820714064408,2.045359099979066
11,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,17781,50.41817372920923,6.570028667086514
12,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,15637,30.89857328007929,7.388813359750162
13,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,5335,15.211352809797972,4.61318262564342
14,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,30492,127.24118566792458,1.3285599043555754
15,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,14807,61.37593733589165,0.2072563899354549
16,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,3328,21.288594263372943,1.1622260850861554
17,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,29647,100.28683970007114,0.7873821920822203
18,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,44802,140.4447858396452,0.8281730747227116
19,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,10283,45.44200855004601,1.9594114202804191
20,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,39888,151.68467387999408,0.0688147350690882
21,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,21527,74.75948788342066,0.6873118995614332
22,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,3900,12.823254852090033,0.9986072176744896
23,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,29726,99.77282432466744,1.098362491741563
24,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,22484,74.5713288479019,1.9527038179890608
25,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,3208,31.716380913509056,4.030895332876012
26,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,9198,26.14210734795779,0.0
27,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;LPS/Nigericin;MIG#Batch2,M13,LPS/Nigericin,2975,22.88773972913623,4.286998405084054
