ObjectNumber,Metadata_Plate,Metadata_Site,Metadata_Tags,Metadata_Well,Category,AreaShape_Area,Intensity_IntegratedIntensity_OrigAGP,Granularity_10_OrigMito
25,MIG-Exp03-CP-40X-bin1X1,0,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,34343,85.32642109389417,0.8580396550623599
26,MIG-Exp03-CP-40X-bin1X1,0,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,2855,7.528801432112232,0.0
27,MIG-Exp03-CP-40X-bin1X1,0,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,19272,62.89442317234352,1.2866941834628487
28,MIG-Exp03-CP-40X-bin1X1,0,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,8054,29.5506526066456,1.5006216657873557
29,MIG-Exp03-CP-40X-bin1X1,0,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,25429,71.91345118265599,1.4339157637762887
30,MIG-Exp03-CP-40X-bin1X1,0,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,9826,27.537132962606847,1.4718547732554452
31,MIG-Exp03-CP-40X-bin1X1,0,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,26130,64.35582530405372,4.325561253594279
32,MIG-Exp03-CP-40X-bin1X1,0,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,18394,54.138155470835045,1.0310120702282624
33,MIG-Exp03-CP-40X-bin1X1,0,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,30279,114.27853935491294,1.1708255802779026
34,MIG-Exp03-CP-40X-bin1X1,0,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,2217,20.08744970546104,0.1433021278489836
35,MIG-Exp03-CP-40X-bin1X1,0,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,9720,50.47147394809872,8.356394287745356
36,MIG-Exp03-CP-40X-bin1X1,0,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,1920,5.505348312202841,13.456253290049638
37,MIG-Exp03-CP-40X-bin1X1,0,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,4869,10.996978716924788,5.155673122966789
38,MIG-Exp03-CP-40X-bin1X1,0,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,14957,71.3284514467232,3.824841479881991
39,MIG-Exp03-CP-40X-bin1X1,0,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,17935,57.69953503692523,2.1344896375810327
40,MIG-Exp03-CP-40X-bin1X1,0,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,6254,16.28799880295992,0.0
41,MIG-Exp03-CP-40X-bin1X1,0,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,19999,56.67881300882436,2.180202399108962
42,MIG-Exp03-CP-40X-bin1X1,0,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,2774,22.297581775812432,1.7138402599813842
43,MIG-Exp03-CP-40X-bin1X1,0,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,26070,83.90110680903308,1.133805715763148
44,MIG-Exp03-CP-40X-bin1X1,0,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,4339,11.172503278357908,0.2585833974549255
45,MIG-Exp03-CP-40X-bin1X1,0,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,49303,129.56504177488387,0.8763965622623331
46,MIG-Exp03-CP-40X-bin1X1,0,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,5717,14.836408061673865,5.978021460625488
1,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,38574,103.54804344382136,0.0354390276756818
2,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,9929,24.44141301419586,3.0558617088475084
3,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,6567,17.904615878360346,2.0645336423370635
4,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,3002,21.5183798042126,3.2633327474274147
5,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,18608,56.23183061834425,0.0
6,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,19993,42.490287645719945,1.8924832804642064
7,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,29658,77.4153965129517,1.783450436147337
8,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,8304,19.324010090436783,1.9196237522396289
9,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,19627,50.60372330364771,3.0131281687456526
10,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,3253,22.19157734257169,2.0429596577827414
11,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,3263,27.44893603818491,8.70991559349386
12,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,17384,49.52819129428826,1.994971328979957
13,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,21897,51.99368285783567,0.743009130973315
14,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,2007,10.055420904885978,2.6406301889668846
15,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,34890,104.27508982620202,0.1128854165317508
16,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,14116,26.92530708247796,2.1389918763042823
17,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,19856,61.420249136630446,0.0
18,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,19604,48.94795161229558,1.2605705002056518
19,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,3806,8.312382696196437,1.8959548184694195
20,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,28918,85.57439573435113,3.6346467554347743
21,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,37109,104.09405715577304,1.529378908305563
22,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,8302,27.807278806809336,3.569423745037117
23,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,2444,18.913771490566432,5.188210131393239
24,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,3421,26.671855123713613,6.658116994007355
25,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,12980,35.25816757231951,4.9446130994320265
26,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,9368,30.154009555699304,4.295907835246304
27,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,23970,74.16255467291921,0.8751758456300128
28,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,36027,106.20064146327786,1.5653512285868842
29,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,24171,79.76148678711616,1.1921337824579732
30,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,12238,33.98806757852435,2.8217079860172896
31,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,2884,6.060364689212292,3.928821863992529
32,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,3440,24.57003168365918,7.048012424030581
33,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,26367,83.52834411384538,0.5815675418441713
34,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,2293,13.090089495060964,5.643888604507477
35,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,42680,119.996628228575,6.195543924549142
36,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,785,1.3400930797215551,7.754954153424629
37,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,8753,34.057771099032834,0.0
38,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,1368,2.3882352935615927,0.0
39,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,4429,12.496467625722287,0.7051546543256217
40,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,1846,8.59517829446122,4.414234717821326
41,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,22562,62.98342891409993,5.856749061433342
42,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,16233,34.0905317903962,4.929137517699507
43,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,10918,29.82096591871232,1.5068669148761848
44,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,2232,8.53194486652501,2.6794850224246582
45,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,2003,10.315175299532712,6.808832726491715
46,MIG-Exp03-CP-40X-bin1X1,2,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,9495,19.13087662938051,0.0
1,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,12897,25.962767996126782,9.783323109015711
2,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,25321,64.39948140806518,0.5142345094349937
3,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,4423,11.549538460792974,1.7825419424861582
4,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,8749,19.35471123736352,1.0290578851126737
5,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,6229,17.464423646684736,2.381356971490108
6,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,3525,18.210727432509884,0.7935796723003503
7,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,21236,71.58648108947091,1.6200254097858793
8,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,18343,43.831998254405335,2.465696842684996
9,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,18617,49.67902654828504,0.8386619421912512
10,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,11301,26.783413441618904,2.971335150617321
11,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,22386,56.709331148304045,1.4902752142340407
12,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,8931,26.88998249685392,1.768020956085748
13,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,32873,67.8606546879746,0.0
14,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,31171,69.85189609182999,0.0
15,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,11563,33.415488072205335,0.621550765645356
16,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,9500,20.84959184378385,1.9788743464353733
17,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,28348,76.73594276979566,1.144841795349508
18,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,42702,99.6369268912822,5.199025369221431
19,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,5323,15.25325407460332,4.241240835452094
20,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,4009,8.912733651697636,7.370686802443084
21,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,2608,5.300053405808285,2.927740420425426
22,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,32047,86.59678040305153,1.821317502096903
23,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,52767,101.1825131920632,2.794258465268801
24,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,26896,60.91148249944672,1.1469710236928667
25,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,76480,236.79987893556245,1.43062059793423
26,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,25735,61.57322052679956,1.129848794405635
27,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,21359,50.96070803957991,0.0
28,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,14385,36.9326924753841,2.565979060870134
29,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,6549,16.81031511956826,3.417793671885691
30,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,44142,99.30096899741328,0.0
31,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,2886,16.828443087171763,1.488724461630433
32,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,3241,11.42590993293561,0.1872815659581715
33,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,4614,11.689326321240516,3.6458571419399566
34,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,7929,23.334905148250986,3.096657779729415
35,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,2810,23.889753870666027,4.1531689041547
36,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,8368,18.83016708376817,5.8900089764291375
37,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,35050,99.18376488029024,4.3758578461045134
38,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,16723,33.43472952605225,1.277248804499102
39,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,15237,28.81470969109796,2.101271355717459
40,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,10011,21.669993184041232,3.9334473345373855
41,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,5441,12.398275750689209,1.3443092326593775
42,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,26708,77.44379369053058,2.7906495110492395
43,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,13708,28.626169220311567,3.473966685666592
44,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,5341,11.752208760706708,2.1999213467222263
45,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,4239,9.780498971929774,5.661706350098372
46,MIG-Exp03-CP-40X-bin1X1,4,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,K11,Nigericin,12672,29.064026869134977,4.319004128991219
1,MIG-Exp03-CP-40X-bin1X1,1,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,2963,12.232181454077365,4.4775671720861885
2,MIG-Exp03-CP-40X-bin1X1,1,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,3710,8.000823985319585,0.4936404883662893
3,MIG-Exp03-CP-40X-bin1X1,1,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,6473,15.311329833930358,4.292636423738165
4,MIG-Exp03-CP-40X-bin1X1,1,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,2190,17.13514940207824,2.979914110361103
5,MIG-Exp03-CP-40X-bin1X1,1,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,16509,50.354131563799456,1.8319544584100045
6,MIG-Exp03-CP-40X-bin1X1,1,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,2848,26.54879103647545,1.1054332796279651
7,MIG-Exp03-CP-40X-bin1X1,1,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,72481,252.83651689859107,0.1208811302470503
8,MIG-Exp03-CP-40X-bin1X1,1,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,28872,77.28296359116212,2.63718506489476
9,MIG-Exp03-CP-40X-bin1X1,1,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,2008,16.616220556665212,5.501472358145722
10,MIG-Exp03-CP-40X-bin1X1,1,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,18302,56.94959966116585,1.6017928878090455
11,MIG-Exp03-CP-40X-bin1X1,1,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,20384,53.95730539248325,2.704341366573395
12,MIG-Exp03-CP-40X-bin1X1,1,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,8391,19.263385978527367,4.328169483367474
13,MIG-Exp03-CP-40X-bin1X1,1,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,13541,34.337987408507615,7.592035825528462
14,MIG-Exp03-CP-40X-bin1X1,1,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,11622,33.971679392270744,5.151528978352678
15,MIG-Exp03-CP-40X-bin1X1,1,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,28524,88.63506569573656,0.4691972389110463
16,MIG-Exp03-CP-40X-bin1X1,1,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,19606,72.90881285793148,4.831196912196275
17,MIG-Exp03-CP-40X-bin1X1,1,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,14256,57.01713665924035,4.135241081986581
18,MIG-Exp03-CP-40X-bin1X1,1,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,26576,79.25946469069459,3.840820695796273
19,MIG-Exp03-CP-40X-bin1X1,1,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,12804,38.40264001931064,0.3308494400163354
20,MIG-Exp03-CP-40X-bin1X1,1,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,28533,96.0090341202449,1.7051664247067375
21,MIG-Exp03-CP-40X-bin1X1,1,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,27265,87.38713716412894,0.6841821221768534
22,MIG-Exp03-CP-40X-bin1X1,1,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,13338,47.92761155334301,4.185073531297598
23,MIG-Exp03-CP-40X-bin1X1,1,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,9145,21.405249109957367,7.215013866644564
24,MIG-Exp03-CP-40X-bin1X1,1,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,41939,107.81663256697357,0.3552673964059142
25,MIG-Exp03-CP-40X-bin1X1,1,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,32936,104.46297455998138,0.8442641259155015
26,MIG-Exp03-CP-40X-bin1X1,1,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,3487,24.07936255307868,11.861027506249004
27,MIG-Exp03-CP-40X-bin1X1,1,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,20683,45.39591058460064,2.104340148588139
28,MIG-Exp03-CP-40X-bin1X1,1,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,M11,Nigericin,30383,89.96797171025537,2.393846529839696
1,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,17872,39.68532845610753,0.0
2,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,23070,51.65613798354752,0.0
3,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,3794,12.971572530455887,0.0
4,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,26135,78.58646554895677,1.8196034196305195
5,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,9215,23.17512789228931,2.031005129728684
6,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,3380,7.367040510987863,3.762067307851968
7,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,2575,5.560891125584021,0.0
8,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,35876,93.74337397213094,0.3070178443079365
9,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,13887,31.24097049934789,4.376474132507967
10,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,14246,54.09536954178475,2.752753424995275
11,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,20722,77.3227290767245,0.861860412204018
12,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,64160,210.77847104799,0.2094319548914364
13,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,20747,62.291050943080336,0.9401562403767406
14,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,4234,14.33853677334264,0.0
15,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,29821,96.3688875620719,1.514246518711793
16,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,12029,35.27107668155804,2.663918515106114
17,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,15274,42.61399276135489,3.0306391051261024
18,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,13825,40.58181134727784,0.0
19,MIG-Exp03-CP-40X-bin1X1,3,1h/3h;CellPainting;MIG#Batch2;Unprimed/Nigericin,L11,Nigericin,17805,43.75175108620897,1.1649739341578285
