Well,Category,Replicate,Cytoplasm_Intensity_MeanIntensity_NFKB,Nuclei_Intensity_MeanIntensity_NFKB,Cytoplasm_AreaShape_Area_CD45,number_ASC
E05,Untreated,Exp05,,,,0
E05,Untreated,Exp05,991.95,,,0
E05,Untreated,Exp05,642.372,828.933,877.0,0
E05,Untreated,Exp05,,2589.59,10445.0,0
E05,Untreated,Exp05,,1971.19,9320.0,0
E05,Untreated,Exp05,1848.4,2182.8,31662.0,1
E05,Untreated,Exp05,,2495.01,6105.0,0
E05,Untreated,Exp05,1227.39,1287.79,3550.0,2
E05,Untreated,Exp05,,2149.33,6952.0,0
E05,Untreated,Exp05,2379.89,2369.97,14454.0,0
E05,Untreated,Exp05,677.897,601.317,5660.0,0
E05,Untreated,Exp05,,1245.2,7219.0,0
E05,Untreated,Exp05,,1271.74,10514.0,0
E05,Untreated,Exp05,773.297,783.216,104386.0,0
E05,Untreated,Exp05,1905.45,1837.46,8249.0,0
E05,Untreated,Exp05,516.031,542.617,8448.0,0
E05,Untreated,Exp05,,2306.86,5614.0,0
E05,Untreated,Exp05,673.027,897.538,9109.0,0
E05,Untreated,Exp05,,2117.08,8317.0,0
E05,Untreated,Exp05,,2046.14,4924.0,0
E05,Untreated,Exp05,,,,0
E05,Untreated,Exp05,1582.01,,,0
E05,Untreated,Exp05,,1937.16,6833.0,0
E05,Untreated,Exp05,633.653,1219.42,3463.0,0
E05,Untreated,Exp05,,2351.03,6302.0,0
E05,Untreated,Exp05,2003.28,2164.13,6402.0,0
E05,Untreated,Exp05,,,,0
E05,Untreated,Exp05,1008.76,,,0
E05,Untreated,Exp05,711.541,568.773,26585.0,0
E05,Untreated,Exp05,,2184.07,8959.0,0
E05,Untreated,Exp05,1463.44,1503.0,28954.0,0
E05,Untreated,Exp05,841.376,1221.95,3167.0,0
E05,Untreated,Exp05,,1656.67,12213.0,0
E05,Untreated,Exp05,1244.58,,,0
E05,Untreated,Exp05,574.284,491.66,69620.0,0
E05,Untreated,Exp05,818.416,,,2
E05,Untreated,Exp05,588.566,,,1
E05,Untreated,Exp05,663.935,545.011,50359.0,0
E05,Untreated,Exp05,687.74,529.937,160814.0,0
E05,Untreated,Exp05,1072.48,1496.85,5411.0,0
E05,Untreated,Exp05,576.284,538.696,15533.0,0
E05,Untreated,Exp05,,1997.25,8719.0,0
E05,Untreated,Exp05,621.119,532.953,42082.0,0
E05,Untreated,Exp05,,2328.03,8397.0,0
E05,Untreated,Exp05,,2290.36,9936.0,0
E05,Untreated,Exp05,1261.71,,,0
E05,Untreated,Exp05,1804.8,1789.62,32067.0,0
E05,Untreated,Exp05,,,,0
E05,Untreated,Exp05,,,,0
E05,Untreated,Exp05,1295.26,1311.65,55829.0,0
E05,Untreated,Exp05,565.015,586.948,21049.0,0
E05,Untreated,Exp05,1684.24,1685.6,51399.0,0
E05,Untreated,Exp05,768.965,654.742,67619.0,1
E05,Untreated,Exp05,2333.68,2620.91,7847.0,0
E05,Untreated,Exp05,613.518,,,0
E05,Untreated,Exp05,547.309,564.557,14441.0,0
E05,Untreated,Exp05,730.004,531.439,16901.0,1
E05,Untreated,Exp05,,1892.25,56892.0,0
E05,Untreated,Exp05,1429.74,1290.76,76442.0,0
E05,Untreated,Exp05,2530.66,,,0
E05,Untreated,Exp05,684.285,424.7,158765.0,0
E05,Untreated,Exp05,1718.82,,,0
E05,Untreated,Exp05,681.776,471.543,78803.0,0
E05,Untreated,Exp05,,1596.54,3866.0,0
E05,Untreated,Exp05,2176.83,2110.59,24617.0,0
E05,Untreated,Exp05,1214.29,,,0
E05,Untreated,Exp05,1983.27,2007.53,9817.0,0
E05,Untreated,Exp05,,1937.15,11426.0,0
E05,Untreated,Exp05,787.201,1193.5,2021.0,0
E05,Untreated,Exp05,,942.687,9186.0,0
E05,Untreated,Exp05,566.559,,,0
E05,Untreated,Exp05,1107.52,1007.49,29124.0,0
E05,Untreated,Exp05,2134.64,2191.85,14309.0,0
E05,Untreated,Exp05,912.296,1292.72,9572.0,0
E05,Untreated,Exp05,998.738,,,0
E05,Untreated,Exp05,2276.99,2414.41,7003.0,0
E05,Untreated,Exp05,2889.5,2887.04,14844.0,0
E05,Untreated,Exp05,1147.21,,,0
E05,Untreated,Exp05,2359.5,,,0
E05,Untreated,Exp05,,,,0
E05,Untreated,Exp05,1342.8,,,0
E05,Untreated,Exp05,913.245,880.287,110799.0,0
E05,Untreated,Exp05,592.398,421.43,228170.0,0
E05,Untreated,Exp05,1857.29,2224.84,12067.0,0
E05,Untreated,Exp05,690.535,1254.08,5667.0,0
E05,Untreated,Exp05,992.231,768.16,82812.0,0
E05,Untreated,Exp05,,,,0
E05,Untreated,Exp05,2190.02,2727.03,36387.0,0
E05,Untreated,Exp05,824.545,,,0
E05,Untreated,Exp05,,482.241,47856.0,0
E05,Untreated,Exp05,808.046,820.046,27320.0,1
E05,Untreated,Exp05,951.23,1093.3,15995.0,0
E05,Untreated,Exp05,,2210.11,11257.0,0
E05,Untreated,Exp05,2188.85,2444.52,5855.0,0
E05,Untreated,Exp05,2456.75,2510.62,13424.0,0
E05,Untreated,Exp05,468.358,482.925,4273.0,0
E05,Untreated,Exp05,,779.073,10007.0,0
E05,Untreated,Exp05,1685.18,1840.93,17701.0,0
E05,Untreated,Exp05,1292.57,,,0
E05,Untreated,Exp05,661.145,831.77,2101.0,0
E05,Untreated,Exp05,,,,0
E05,Untreated,Exp05,,,,0
E05,Untreated,Exp05,1595.98,1332.75,171998.0,0
E05,Untreated,Exp05,632.793,1001.3,2308.0,0
E05,Untreated,Exp05,768.255,,,0
E05,Untreated,Exp05,656.243,818.651,6472.0,0
E05,Untreated,Exp05,,2113.73,17799.0,0
E05,Untreated,Exp05,,2167.72,3837.0,0
E05,Untreated,Exp05,656.443,977.182,3712.0,0
E05,Untreated,Exp05,938.591,820.153,16856.0,0
E05,Untreated,Exp05,868.982,553.025,180905.0,0
E05,Untreated,Exp05,1037.65,1071.35,6373.0,0
E05,Untreated,Exp05,567.609,932.298,4591.0,0
E05,Untreated,Exp05,568.063,409.399,6937.0,0
E05,Untreated,Exp05,482.921,389.05,104172.0,0
E05,Untreated,Exp05,,490.206,59537.0,0
E05,Untreated,Exp05,539.189,642.263,8899.0,0
E05,Untreated,Exp05,789.279,286.187,18971.0,0
E05,Untreated,Exp05,819.792,1255.84,10283.0,0
E05,Untreated,Exp05,1747.23,1213.39,12137.0,0
E05,Untreated,Exp05,709.416,580.478,42369.0,0
E05,Untreated,Exp05,,848.829,2615.0,0
E05,Untreated,Exp05,,,,0
E05,Untreated,Exp05,779.199,735.391,28471.0,0
E05,Untreated,Exp05,663.807,575.25,42840.0,1
E05,Untreated,Exp05,441.753,398.876,3003.0,0
E05,Untreated,Exp05,769.85,,,1
E05,Untreated,Exp05,1572.27,887.998,42594.0,0
E05,Untreated,Exp05,828.269,,,1
E05,Untreated,Exp05,665.905,1164.4,4464.0,0
E05,Untreated,Exp05,577.36,782.149,6382.0,0
E05,Untreated,Exp05,535.125,559.629,3759.0,0
E05,Untreated,Exp05,606.499,872.412,3762.0,0
E05,Untreated,Exp05,615.947,,,0
E05,Untreated,Exp05,671.793,474.186,31510.0,0
E05,Untreated,Exp05,574.409,,,0
E05,Untreated,Exp05,509.527,530.576,6871.0,0
E05,Untreated,Exp05,716.718,607.778,52866.0,1
E05,Untreated,Exp05,780.69,942.637,6593.0,0
E05,Untreated,Exp05,836.606,602.388,11444.0,0
E05,Untreated,Exp05,,,,0
E05,Untreated,Exp05,,538.945,94069.0,0
E05,Untreated,Exp05,514.437,443.041,21849.0,0
E05,Untreated,Exp05,,493.788,15701.0,0
E05,Untreated,Exp05,854.928,,,0
E05,Untreated,Exp05,975.03,1497.14,6316.0,0
E05,Untreated,Exp05,796.215,,,0
E05,Untreated,Exp05,591.211,903.833,4317.0,0
E05,Untreated,Exp05,,,,0
E05,Untreated,Exp05,600.222,908.304,9108.0,0
E05,Untreated,Exp05,1523.22,600.551,190724.0,2
E05,Untreated,Exp05,713.426,507.276,201677.0,0
E05,Untreated,Exp05,522.081,456.466,19591.0,0
E05,Untreated,Exp05,1051.44,,,0
E05,Untreated,Exp05,605.231,566.538,3280.0,0
E05,Untreated,Exp05,,1051.37,17344.0,0
E05,Untreated,Exp05,1040.07,,,0
E05,Untreated,Exp05,,,,1
E05,Untreated,Exp05,1022.5,1302.83,106603.0,0
E05,Untreated,Exp05,660.501,707.205,25453.0,0
E05,Untreated,Exp05,670.512,813.858,5234.0,0
E05,Untreated,Exp05,719.301,598.443,56769.0,0
E05,Untreated,Exp05,707.965,,,0
E05,Untreated,Exp05,893.214,,,0
E05,Untreated,Exp05,862.566,842.13,30764.0,0
E05,Untreated,Exp05,604.82,970.187,2430.0,0
E05,Untreated,Exp05,865.765,755.05,76894.0,0
E05,Untreated,Exp05,589.287,,,0
E05,Untreated,Exp05,530.305,395.691,17647.0,0
E05,Untreated,Exp05,,2794.8,41812.0,0
E05,Untreated,Exp05,3863.1,,,1
E05,Untreated,Exp05,725.326,565.637,43178.0,0
E05,Untreated,Exp05,,,,0
E05,Untreated,Exp05,634.671,976.411,7034.0,0
E05,Untreated,Exp05,977.884,,,0
E05,Untreated,Exp05,,1241.09,29831.0,0
E05,Untreated,Exp05,651.122,,,0
E05,Untreated,Exp05,573.422,520.499,39627.0,0
E05,Untreated,Exp05,684.92,1092.0,4556.0,0
E05,Untreated,Exp05,545.064,870.05,6802.0,0
E05,Untreated,Exp05,848.021,,,0
E05,Untreated,Exp05,898.431,,,0
E05,Untreated,Exp05,553.318,464.025,42556.0,1
E05,Untreated,Exp05,854.426,979.062,7068.0,0
E05,Untreated,Exp05,736.759,956.564,6155.0,0
E05,Untreated,Exp05,722.748,,,0
E05,Untreated,Exp05,524.351,498.595,43305.0,0
E05,Untreated,Exp05,1049.61,,,0
E05,Untreated,Exp05,796.2,559.285,52920.0,0
E05,Untreated,Exp05,591.576,694.449,85026.0,0
E05,Untreated,Exp05,706.461,477.433,82271.0,0
E05,Untreated,Exp05,967.33,766.71,78281.0,1
E05,Untreated,Exp05,737.295,1337.03,4523.0,0
E05,Untreated,Exp05,780.834,750.24,80447.0,0
E05,Untreated,Exp05,748.69,,,0
E05,Untreated,Exp05,620.885,779.715,6651.0,0
E05,Untreated,Exp05,868.077,1362.95,5560.0,0
E05,Untreated,Exp05,804.071,,,0
E05,Untreated,Exp05,531.886,551.463,4472.0,0
E05,Untreated,Exp05,1711.03,605.321,45039.0,0
E05,Untreated,Exp05,703.748,,,0
E05,Untreated,Exp05,870.375,,,0
E05,Untreated,Exp05,890.338,1000.28,16344.0,1
E05,Untreated,Exp05,,1423.92,6191.0,1
E05,Untreated,Exp05,597.311,675.022,15411.0,2
E05,Untreated,Exp05,570.991,,,2
E05,Untreated,Exp05,672.362,562.231,17808.0,0
E05,Untreated,Exp05,814.753,909.454,15223.0,0
E05,Untreated,Exp05,581.817,,,0
E05,Untreated,Exp05,525.032,748.601,4473.0,0
E05,Untreated,Exp05,545.432,,,0
E05,Untreated,Exp05,774.263,1332.77,7512.0,0
E05,Untreated,Exp05,683.929,564.946,4563.0,0
E05,Untreated,Exp05,,,,0
E05,Untreated,Exp05,819.473,,,0
E05,Untreated,Exp05,640.92,,,0
E05,Untreated,Exp05,1894.23,627.682,15136.0,2
E05,Untreated,Exp05,994.396,,,0
E05,Untreated,Exp05,686.2,805.345,10805.0,0
E05,Untreated,Exp05,927.341,,,0
E05,Untreated,Exp05,796.92,569.307,61777.0,0
E05,Untreated,Exp05,601.989,1001.48,6968.0,0
E05,Untreated,Exp05,,,,0
E05,Untreated,Exp05,725.877,,,0
E05,Untreated,Exp05,812.074,1059.96,8564.0,0
E05,Untreated,Exp05,859.707,1208.14,9963.0,0
E05,Untreated,Exp05,,877.972,19813.0,0
E05,Untreated,Exp05,1007.26,,,0
E05,Untreated,Exp05,896.947,1069.49,3840.0,1
E05,Untreated,Exp05,514.296,624.407,5074.0,0
E05,Untreated,Exp05,793.072,683.956,58262.0,1
E05,Untreated,Exp05,969.253,741.897,43180.0,0
E05,Untreated,Exp05,1238.71,,,0
E05,Untreated,Exp05,798.617,617.33,146598.0,0
E05,Untreated,Exp05,,981.899,6475.0,0
E05,Untreated,Exp05,852.645,804.815,8903.0,0
E05,Untreated,Exp05,,,,1
E05,Untreated,Exp05,620.341,553.6,28510.0,0
E05,Untreated,Exp05,1019.93,,,0
E05,Untreated,Exp05,725.418,882.776,9180.0,0
E05,Untreated,Exp05,774.345,1184.19,5125.0,0
E05,Untreated,Exp05,698.19,868.136,15866.0,0
E05,Untreated,Exp05,728.264,590.516,45091.0,0
E05,Untreated,Exp05,765.489,1447.57,5003.0,0
E05,Untreated,Exp05,1635.54,801.107,31122.0,0
E05,Untreated,Exp05,782.523,,,0
E05,Untreated,Exp05,1161.31,1071.49,25372.0,0
E05,Untreated,Exp05,675.217,576.392,105691.0,0
E05,Untreated,Exp05,902.135,493.765,103438.0,0
E05,Untreated,Exp05,819.467,,,1
E05,Untreated,Exp05,666.597,961.722,5405.0,1
E05,Untreated,Exp05,616.151,515.568,61170.0,0
E05,Untreated,Exp05,742.729,1406.35,7273.0,0
E05,Untreated,Exp05,,1597.57,3524.0,0
E05,Untreated,Exp05,986.544,839.961,297882.0,1
E05,Untreated,Exp05,,1224.83,6844.0,0
E05,Untreated,Exp05,661.474,,,0
E05,Untreated,Exp05,665.696,965.352,5921.0,0
E05,Untreated,Exp05,735.77,952.3,11488.0,0
E05,Untreated,Exp05,,1524.3,4961.0,1
E05,Untreated,Exp05,807.496,548.563,35037.0,0
E05,Untreated,Exp05,665.334,631.258,56974.0,1
E05,Untreated,Exp05,542.371,1144.87,4021.0,0
E05,Untreated,Exp05,,,,1
E05,Untreated,Exp05,695.335,1047.76,5016.0,0
E05,Untreated,Exp05,1103.88,1636.55,3054.0,0
E05,Untreated,Exp05,,938.431,8586.0,0
E05,Untreated,Exp05,800.4,1236.84,5800.0,0
E05,Untreated,Exp05,941.412,765.72,16443.0,0
E05,Untreated,Exp05,719.266,746.821,3208.0,0
E05,Untreated,Exp05,986.948,815.56,48574.0,1
E05,Untreated,Exp05,1095.31,1021.17,73115.0,0
E05,Untreated,Exp05,672.203,532.058,28415.0,0
E05,Untreated,Exp05,904.71,724.25,55438.0,0
E05,Untreated,Exp05,714.403,1080.36,5062.0,0
E05,Untreated,Exp05,,,,0
E05,Untreated,Exp05,774.696,,,0
E05,Untreated,Exp05,,1414.29,18482.0,0
E05,Untreated,Exp05,948.171,624.2,53581.0,0
E05,Untreated,Exp05,952.175,669.425,16968.0,0
E05,Untreated,Exp05,714.615,813.023,15340.0,0
E05,Untreated,Exp05,774.129,901.265,2933.0,0
E05,Untreated,Exp05,960.083,,,0
E05,Untreated,Exp05,704.99,,,0
E05,Untreated,Exp05,699.485,842.616,63250.0,1
E05,Untreated,Exp05,,,,0
E05,Untreated,Exp05,773.221,,,1
E05,Untreated,Exp05,765.642,605.824,30969.0,0
E05,Untreated,Exp05,,1975.71,8120.0,0
E05,Untreated,Exp05,887.539,924.473,56367.0,0
E05,Untreated,Exp05,591.752,579.566,57690.0,0
E05,Untreated,Exp05,781.764,547.194,44120.0,0
E05,Untreated,Exp05,659.656,631.747,36576.0,0
E05,Untreated,Exp05,749.725,725.031,8147.0,1
E05,Untreated,Exp05,556.256,453.102,181057.0,0
E05,Untreated,Exp05,585.106,634.623,8372.0,0
E05,Untreated,Exp05,650.027,,,0
E05,Untreated,Exp05,541.069,528.181,4308.0,0
E05,Untreated,Exp05,,,,0
E05,Untreated,Exp05,1509.55,668.719,8693.0,0
E05,Untreated,Exp05,625.82,524.488,70994.0,0
E05,Untreated,Exp05,997.096,1357.55,3725.0,0
E05,Untreated,Exp05,557.039,751.745,4901.0,0
E05,Untreated,Exp05,810.252,,,0
E05,Untreated,Exp05,632.566,636.437,7448.0,0
E05,Untreated,Exp05,635.695,,,0
E05,Untreated,Exp05,748.252,,,0
E05,Untreated,Exp05,,1274.18,2997.0,0
E05,Untreated,Exp05,713.179,1163.8,4586.0,0
E05,Untreated,Exp05,604.772,789.838,9736.0,0
E05,Untreated,Exp05,633.066,667.731,8791.0,0
E05,Untreated,Exp05,781.637,,,1
E05,Untreated,Exp05,642.036,1163.29,6861.0,0
E05,Untreated,Exp05,721.657,869.878,12854.0,0
E05,Untreated,Exp05,813.988,,,0
E05,Untreated,Exp05,825.612,1192.45,2594.0,0
E05,Untreated,Exp05,1407.27,1526.95,5016.0,0
E05,Untreated,Exp05,709.746,663.461,26228.0,0
E05,Untreated,Exp05,1244.37,1563.64,2559.0,0
E05,Untreated,Exp05,893.122,996.209,14855.0,0
E05,Untreated,Exp05,1139.79,1341.88,4459.0,0
E05,Untreated,Exp05,,,,0
E05,Untreated,Exp05,711.597,557.415,28849.0,0
E05,Untreated,Exp05,644.813,537.074,321503.0,0
E05,Untreated,Exp05,632.517,441.233,67029.0,1
E05,Untreated,Exp05,562.801,451.812,45904.0,0
E05,Untreated,Exp05,794.817,581.064,100067.0,0
E05,Untreated,Exp05,508.155,433.946,53093.0,0
E05,Untreated,Exp05,806.697,,,0
E05,Untreated,Exp05,3249.8,828.986,3388.0,0
E05,Untreated,Exp05,1102.74,,,2
E05,Untreated,Exp05,1633.92,1148.9,21814.0,0
E05,Untreated,Exp05,1229.86,2145.18,2574.0,0
E05,Untreated,Exp05,699.304,1216.45,6091.0,0
E05,Untreated,Exp05,1307.24,1955.11,18475.0,0
E05,Untreated,Exp05,556.877,617.355,3256.0,2
E05,Untreated,Exp05,842.157,,,0
E05,Untreated,Exp05,1457.62,,,0
E05,Untreated,Exp05,644.912,576.574,46946.0,0
E05,Untreated,Exp05,,1063.43,17841.0,0
E05,Untreated,Exp05,,1600.04,15210.0,0
E05,Untreated,Exp05,1498.88,1556.91,6691.0,0
E05,Untreated,Exp05,744.842,441.266,141818.0,0
E05,Untreated,Exp05,802.337,,,0
E05,Untreated,Exp05,1440.12,1465.74,3274.0,0
E05,Untreated,Exp05,532.569,654.178,9369.0,0
E05,Untreated,Exp05,1191.32,1204.47,23117.0,0
E05,Untreated,Exp05,795.542,,,0
E05,Untreated,Exp05,728.643,,,0
E05,Untreated,Exp05,1605.22,1287.21,24470.0,0
E05,Untreated,Exp05,985.538,1222.13,15962.0,0
E05,Untreated,Exp05,552.847,441.727,75581.0,0
E05,Untreated,Exp05,569.972,611.206,8874.0,0
E05,Untreated,Exp05,,1461.26,6078.0,0
E05,Untreated,Exp05,1206.45,,,0
E05,Untreated,Exp05,1024.16,624.907,31654.0,0
E05,Untreated,Exp05,,1995.64,14603.0,0
E05,Untreated,Exp05,710.92,,,0
E05,Untreated,Exp05,1887.46,2567.67,7730.0,0
E05,Untreated,Exp05,582.932,410.583,50784.0,0
E05,Untreated,Exp05,670.092,546.64,18038.0,0
E05,Untreated,Exp05,569.417,799.935,8314.0,0
E05,Untreated,Exp05,,607.2,55542.0,0
E05,Untreated,Exp05,667.023,1363.21,3952.0,0
E05,Untreated,Exp05,615.862,,,0
E05,Untreated,Exp05,1257.12,609.165,85256.0,0
E05,Untreated,Exp05,2072.66,1294.7,11839.0,0
E05,Untreated,Exp05,763.782,1224.12,6153.0,0
E05,Untreated,Exp05,753.205,1342.72,8038.0,0
E05,Untreated,Exp05,1463.36,,,0
E05,Untreated,Exp05,510.609,380.545,20754.0,0
E05,Untreated,Exp05,580.284,879.055,6300.0,0
