Well,Category,Replicate,Cytoplasm_Intensity_MeanIntensity_NFKB,Nuclei_Intensity_MeanIntensity_NFKB,Cytoplasm_AreaShape_Area_CD45,number_ASC
F05,Untreated,Exp06,1785.51,1311.78,30734.0,0
F05,Untreated,Exp06,1818.31,1084.8,12161.0,0
F05,Untreated,Exp06,2102.41,,,0
F05,Untreated,Exp06,1891.93,1991.03,5697.0,0
F05,Untreated,Exp06,1647.59,1279.63,16267.0,0
F05,Untreated,Exp06,1369.23,,,0
F05,Untreated,Exp06,1559.37,,,1
F05,Untreated,Exp06,1697.96,971.979,12525.0,0
F05,Untreated,Exp06,,1500.96,92517.0,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,,1087.8,57186.0,0
F05,Untreated,Exp06,1881.63,2777.75,3558.0,0
F05,Untreated,Exp06,1789.7,1849.92,1671.0,0
F05,Untreated,Exp06,,2104.51,26094.0,0
F05,Untreated,Exp06,1682.64,1570.28,17337.0,0
F05,Untreated,Exp06,1971.66,1582.27,122938.0,0
F05,Untreated,Exp06,1524.95,1310.26,39058.0,0
F05,Untreated,Exp06,,1447.97,13153.0,1
F05,Untreated,Exp06,1624.92,1508.11,21091.0,0
F05,Untreated,Exp06,1688.12,,,0
F05,Untreated,Exp06,2106.14,1471.95,55472.0,0
F05,Untreated,Exp06,1563.96,,,0
F05,Untreated,Exp06,1420.59,1882.76,4969.0,0
F05,Untreated,Exp06,1749.41,1377.2,48168.0,0
F05,Untreated,Exp06,,,,2
F05,Untreated,Exp06,1458.52,,,0
F05,Untreated,Exp06,1517.42,1482.29,35859.0,0
F05,Untreated,Exp06,1756.2,1585.54,62281.0,0
F05,Untreated,Exp06,2423.83,,,0
F05,Untreated,Exp06,1686.34,,,0
F05,Untreated,Exp06,1274.56,,,0
F05,Untreated,Exp06,1927.74,1741.03,35463.0,0
F05,Untreated,Exp06,1828.33,2603.75,4292.0,0
F05,Untreated,Exp06,1417.72,1893.62,48812.0,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,1686.24,1653.35,91074.0,1
F05,Untreated,Exp06,,2563.96,6142.0,1
F05,Untreated,Exp06,1680.73,1374.43,40750.0,0
F05,Untreated,Exp06,1735.44,,,0
F05,Untreated,Exp06,,2119.28,11963.0,0
F05,Untreated,Exp06,1592.22,,,0
F05,Untreated,Exp06,2088.59,,,0
F05,Untreated,Exp06,2231.69,2016.31,11044.0,0
F05,Untreated,Exp06,1927.4,2611.99,4202.0,0
F05,Untreated,Exp06,,2996.0,4175.0,0
F05,Untreated,Exp06,2232.31,3079.3,10126.0,0
F05,Untreated,Exp06,,1221.99,157014.0,0
F05,Untreated,Exp06,1390.82,2313.43,4322.0,2
F05,Untreated,Exp06,1448.51,1183.29,48055.0,0
F05,Untreated,Exp06,1490.33,2181.47,8448.0,0
F05,Untreated,Exp06,2158.63,1200.55,41117.0,1
F05,Untreated,Exp06,1962.85,,,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,1888.35,,,0
F05,Untreated,Exp06,1617.35,1775.01,8132.0,0
F05,Untreated,Exp06,2411.85,2230.9,5861.0,0
F05,Untreated,Exp06,,2293.18,10160.0,0
F05,Untreated,Exp06,1643.22,1806.75,6050.0,0
F05,Untreated,Exp06,1908.81,1819.41,26633.0,0
F05,Untreated,Exp06,1252.08,960.199,52834.0,0
F05,Untreated,Exp06,1485.25,1383.91,58838.0,0
F05,Untreated,Exp06,1904.21,1133.18,44476.0,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,1509.15,1897.24,6859.0,0
F05,Untreated,Exp06,2123.89,1908.17,25465.0,1
F05,Untreated,Exp06,1707.12,1444.69,20099.0,1
F05,Untreated,Exp06,1907.65,,,0
F05,Untreated,Exp06,1809.52,1534.27,49197.0,0
F05,Untreated,Exp06,1553.0,1244.68,76295.0,1
F05,Untreated,Exp06,1976.66,2115.45,20058.0,0
F05,Untreated,Exp06,1923.5,1705.9,49278.0,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,1660.11,1512.75,7758.0,0
F05,Untreated,Exp06,2429.94,,,0
F05,Untreated,Exp06,1902.6,,,0
F05,Untreated,Exp06,2475.99,2903.6,20274.0,0
F05,Untreated,Exp06,1631.34,1048.09,72675.0,4
F05,Untreated,Exp06,1866.37,1404.72,136720.0,1
F05,Untreated,Exp06,1726.36,,,2
F05,Untreated,Exp06,1894.21,,,0
F05,Untreated,Exp06,1742.47,2378.55,22420.0,0
F05,Untreated,Exp06,1987.66,,,0
F05,Untreated,Exp06,1386.51,1317.82,77634.0,0
F05,Untreated,Exp06,1850.39,2242.79,6154.0,1
F05,Untreated,Exp06,1683.82,2116.15,14061.0,0
F05,Untreated,Exp06,1403.93,,,0
F05,Untreated,Exp06,2047.79,1823.11,10059.0,0
F05,Untreated,Exp06,1303.46,1942.94,7196.0,0
F05,Untreated,Exp06,2171.98,1344.18,145522.0,0
F05,Untreated,Exp06,1666.68,1360.21,27460.0,1
F05,Untreated,Exp06,1921.16,,,1
F05,Untreated,Exp06,,1555.64,128064.0,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,1641.32,,,0
F05,Untreated,Exp06,2049.35,2358.71,5848.0,0
F05,Untreated,Exp06,,2881.31,69890.0,1
F05,Untreated,Exp06,1827.78,1917.26,5515.0,0
F05,Untreated,Exp06,2214.5,3273.55,28963.0,0
F05,Untreated,Exp06,1947.6,2571.27,85638.0,0
F05,Untreated,Exp06,1951.3,,,0
F05,Untreated,Exp06,2046.62,1376.33,22594.0,0
F05,Untreated,Exp06,1514.21,1468.87,23143.0,0
F05,Untreated,Exp06,1861.26,1157.44,109275.0,4
F05,Untreated,Exp06,1423.33,1457.12,38510.0,0
F05,Untreated,Exp06,1928.34,,,0
F05,Untreated,Exp06,1920.36,,,0
F05,Untreated,Exp06,1558.65,1435.74,78963.0,0
F05,Untreated,Exp06,1770.52,2229.95,10035.0,0
F05,Untreated,Exp06,1480.23,,,0
F05,Untreated,Exp06,1732.63,1119.85,60535.0,0
F05,Untreated,Exp06,2770.61,1659.42,7446.0,0
F05,Untreated,Exp06,1665.18,2143.85,3377.0,0
F05,Untreated,Exp06,2141.19,1746.11,27760.0,0
F05,Untreated,Exp06,1793.79,,,0
F05,Untreated,Exp06,1969.71,,,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,1814.3,,,0
F05,Untreated,Exp06,1836.14,,,0
F05,Untreated,Exp06,1866.43,1723.7,3588.0,0
F05,Untreated,Exp06,1618.45,1481.7,42779.0,0
F05,Untreated,Exp06,1851.1,1769.37,27803.0,0
F05,Untreated,Exp06,1655.27,1180.57,38603.0,0
F05,Untreated,Exp06,1835.41,1161.17,27153.0,0
F05,Untreated,Exp06,1703.04,1554.69,64273.0,0
F05,Untreated,Exp06,1889.82,1685.86,26567.0,0
F05,Untreated,Exp06,1678.3,,,0
F05,Untreated,Exp06,1688.18,,,0
F05,Untreated,Exp06,2147.12,1619.32,76101.0,0
F05,Untreated,Exp06,1310.27,1852.77,12785.0,0
F05,Untreated,Exp06,1410.82,1768.25,11615.0,0
F05,Untreated,Exp06,1970.69,2069.43,2106.0,0
F05,Untreated,Exp06,3178.37,1888.23,78490.0,0
F05,Untreated,Exp06,1346.09,,,0
F05,Untreated,Exp06,2341.73,1370.39,34271.0,0
F05,Untreated,Exp06,2134.94,,,0
F05,Untreated,Exp06,2307.54,2319.83,4410.0,1
F05,Untreated,Exp06,1666.96,1484.42,78833.0,0
F05,Untreated,Exp06,1837.27,1852.14,9132.0,0
F05,Untreated,Exp06,1644.24,1428.94,123443.0,0
F05,Untreated,Exp06,3308.12,,,0
F05,Untreated,Exp06,,2554.08,2895.0,0
F05,Untreated,Exp06,1858.03,1490.38,13065.0,0
F05,Untreated,Exp06,1647.04,1036.55,143064.0,0
F05,Untreated,Exp06,2172.96,,,0
F05,Untreated,Exp06,2295.24,2998.4,42074.0,0
F05,Untreated,Exp06,1991.5,2348.62,10832.0,1
F05,Untreated,Exp06,1120.28,,,0
F05,Untreated,Exp06,1995.79,1463.34,90274.0,0
F05,Untreated,Exp06,2540.01,1668.53,35768.0,0
F05,Untreated,Exp06,1599.81,,,0
F05,Untreated,Exp06,1493.05,,,0
F05,Untreated,Exp06,1790.22,1907.3,5015.0,0
F05,Untreated,Exp06,1540.34,1731.68,3420.0,0
F05,Untreated,Exp06,2337.21,3145.25,17957.0,0
F05,Untreated,Exp06,2250.53,1426.62,34104.0,0
F05,Untreated,Exp06,1508.16,989.395,16459.0,0
F05,Untreated,Exp06,1588.4,2357.12,7678.0,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,1591.0,,,0
F05,Untreated,Exp06,1603.78,1035.85,19586.0,0
F05,Untreated,Exp06,1904.93,1610.75,65448.0,0
F05,Untreated,Exp06,1712.72,2264.05,6782.0,2
F05,Untreated,Exp06,1254.72,1362.33,10170.0,0
F05,Untreated,Exp06,,2150.84,26110.0,0
F05,Untreated,Exp06,2184.96,1546.52,17078.0,0
F05,Untreated,Exp06,1733.02,1314.83,17667.0,0
F05,Untreated,Exp06,1752.73,1222.91,212749.0,0
F05,Untreated,Exp06,1863.57,,,0
F05,Untreated,Exp06,1905.89,,,0
F05,Untreated,Exp06,1505.08,,,0
F05,Untreated,Exp06,,1655.5,25199.0,0
F05,Untreated,Exp06,2514.94,1925.1,20078.0,0
F05,Untreated,Exp06,1884.17,2781.27,12717.0,0
F05,Untreated,Exp06,2275.63,1927.75,40202.0,0
F05,Untreated,Exp06,1454.31,2042.99,9689.0,0
F05,Untreated,Exp06,1748.9,,,0
F05,Untreated,Exp06,1917.2,2218.79,5936.0,0
F05,Untreated,Exp06,1760.37,1893.15,14553.0,0
F05,Untreated,Exp06,2444.89,1929.56,48315.0,0
F05,Untreated,Exp06,1804.98,1187.79,192969.0,0
F05,Untreated,Exp06,1835.38,2327.66,24180.0,0
F05,Untreated,Exp06,2071.65,1901.94,23225.0,1
F05,Untreated,Exp06,1697.19,,,1
F05,Untreated,Exp06,2011.43,1523.72,48997.0,0
F05,Untreated,Exp06,2043.46,1748.71,99602.0,1
F05,Untreated,Exp06,1969.67,1530.43,116534.0,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,1661.38,1302.34,173685.0,1
F05,Untreated,Exp06,1694.72,,,0
F05,Untreated,Exp06,2113.33,,,0
F05,Untreated,Exp06,1574.87,1339.36,25015.0,0
F05,Untreated,Exp06,1586.62,1941.38,10312.0,0
F05,Untreated,Exp06,2656.57,1988.75,4892.0,0
F05,Untreated,Exp06,1881.12,,,0
F05,Untreated,Exp06,,514.609,6071.0,0
F05,Untreated,Exp06,2315.98,2404.6,8088.0,0
F05,Untreated,Exp06,,2569.82,27910.0,0
F05,Untreated,Exp06,,2402.66,19738.0,0
F05,Untreated,Exp06,1889.05,1487.39,21397.0,0
F05,Untreated,Exp06,1997.23,2426.1,25288.0,0
F05,Untreated,Exp06,,2226.82,20051.0,0
F05,Untreated,Exp06,2141.42,2318.17,3126.0,0
F05,Untreated,Exp06,1980.07,2576.0,10239.0,0
F05,Untreated,Exp06,1601.27,1838.27,2575.0,0
F05,Untreated,Exp06,1656.13,,,0
F05,Untreated,Exp06,,580.226,11611.0,0
F05,Untreated,Exp06,2176.01,2200.77,2522.0,0
F05,Untreated,Exp06,880.019,684.757,5754.0,0
F05,Untreated,Exp06,1921.54,1572.62,80811.0,0
F05,Untreated,Exp06,1874.21,1603.12,37015.0,1
F05,Untreated,Exp06,1900.15,,,0
F05,Untreated,Exp06,1137.62,,,1
F05,Untreated,Exp06,1955.47,1236.55,185475.0,0
F05,Untreated,Exp06,1807.17,1213.42,32414.0,0
F05,Untreated,Exp06,,1207.8,143282.0,0
F05,Untreated,Exp06,1308.19,1966.82,7663.0,0
F05,Untreated,Exp06,2210.58,1054.87,14736.0,0
F05,Untreated,Exp06,1445.41,1289.1,24829.0,1
F05,Untreated,Exp06,1663.82,,,1
F05,Untreated,Exp06,1869.15,2239.39,3228.0,1
F05,Untreated,Exp06,1836.26,1464.3,24432.0,0
F05,Untreated,Exp06,1262.55,,,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,2245.96,1601.53,70904.0,0
F05,Untreated,Exp06,2495.83,2008.48,80181.0,0
F05,Untreated,Exp06,1718.41,,,0
F05,Untreated,Exp06,1633.77,1391.56,5110.0,0
F05,Untreated,Exp06,1538.14,,,1
F05,Untreated,Exp06,1574.01,1059.0,48856.0,0
F05,Untreated,Exp06,,1240.03,60331.0,0
F05,Untreated,Exp06,1329.29,1030.8,28297.0,0
F05,Untreated,Exp06,1664.51,1085.25,23552.0,0
F05,Untreated,Exp06,2300.57,1661.84,6822.0,0
F05,Untreated,Exp06,1848.08,1491.68,4782.0,0
F05,Untreated,Exp06,2832.98,3280.25,17158.0,0
F05,Untreated,Exp06,1700.95,,,0
F05,Untreated,Exp06,1603.4,1103.3,44337.0,1
F05,Untreated,Exp06,1717.02,1390.87,39514.0,2
F05,Untreated,Exp06,1343.63,1630.79,19000.0,1
F05,Untreated,Exp06,1688.23,1761.28,25422.0,1
F05,Untreated,Exp06,,2180.03,29835.0,0
F05,Untreated,Exp06,1494.51,1434.94,17668.0,1
F05,Untreated,Exp06,1349.53,997.074,13227.0,0
F05,Untreated,Exp06,1761.9,,,2
F05,Untreated,Exp06,2038.8,1857.88,22813.0,0
F05,Untreated,Exp06,1629.14,1597.67,5919.0,0
F05,Untreated,Exp06,1323.24,1607.78,8829.0,1
F05,Untreated,Exp06,1518.97,,,0
F05,Untreated,Exp06,,1226.33,21382.0,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,5790.61,1516.39,16256.0,0
F05,Untreated,Exp06,1668.43,1445.98,85009.0,0
F05,Untreated,Exp06,,928.238,150204.0,0
F05,Untreated,Exp06,1654.2,2165.83,4356.0,0
F05,Untreated,Exp06,1618.53,1875.1,5067.0,0
F05,Untreated,Exp06,1575.01,1096.11,115151.0,0
F05,Untreated,Exp06,2028.77,1389.96,108523.0,0
F05,Untreated,Exp06,1555.71,1131.1,18683.0,0
F05,Untreated,Exp06,1747.42,,,0
F05,Untreated,Exp06,1401.51,1539.77,8161.0,0
F05,Untreated,Exp06,2023.41,1397.94,16743.0,2
F05,Untreated,Exp06,1612.61,2151.77,11815.0,0
F05,Untreated,Exp06,2050.74,2854.35,3357.0,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,1490.11,,,0
F05,Untreated,Exp06,1489.6,1050.84,7083.0,0
F05,Untreated,Exp06,1873.03,2643.09,7962.0,0
F05,Untreated,Exp06,1468.72,,,0
F05,Untreated,Exp06,,1617.11,6756.0,0
F05,Untreated,Exp06,1754.57,,,0
F05,Untreated,Exp06,,2118.72,15588.0,0
F05,Untreated,Exp06,2066.7,5388.14,32210.0,0
F05,Untreated,Exp06,1730.0,2482.57,52233.0,0
F05,Untreated,Exp06,1750.58,1303.36,85983.0,0
F05,Untreated,Exp06,1455.58,1268.21,60578.0,0
F05,Untreated,Exp06,3560.69,2089.04,4433.0,0
F05,Untreated,Exp06,,873.991,31488.0,0
F05,Untreated,Exp06,1248.36,,,0
F05,Untreated,Exp06,1315.17,1372.04,3923.0,0
F05,Untreated,Exp06,2661.35,1779.57,5634.0,0
F05,Untreated,Exp06,1757.48,2130.96,12060.0,0
F05,Untreated,Exp06,1289.32,,,0
F05,Untreated,Exp06,2187.61,1674.86,4894.0,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,1834.38,,,2
F05,Untreated,Exp06,,,,1
F05,Untreated,Exp06,1467.34,,,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,,2599.97,26708.0,0
F05,Untreated,Exp06,1586.95,,,0
F05,Untreated,Exp06,2120.16,,,0
F05,Untreated,Exp06,1882.93,2688.03,3382.0,0
F05,Untreated,Exp06,2723.0,3303.85,13974.0,0
F05,Untreated,Exp06,2112.66,2658.37,121665.0,0
F05,Untreated,Exp06,1593.57,2154.54,7615.0,0
F05,Untreated,Exp06,1967.37,,,0
F05,Untreated,Exp06,1645.25,,,0
F05,Untreated,Exp06,1790.09,1958.38,132092.0,0
F05,Untreated,Exp06,1436.97,1484.15,7229.0,0
F05,Untreated,Exp06,,976.157,122362.0,2
F05,Untreated,Exp06,,1322.0,91453.0,1
F05,Untreated,Exp06,1850.57,1488.36,17614.0,0
F05,Untreated,Exp06,2078.18,1552.03,29777.0,0
F05,Untreated,Exp06,1728.81,2263.3,4824.0,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,,1945.35,8589.0,0
F05,Untreated,Exp06,1216.1,1353.56,9214.0,0
F05,Untreated,Exp06,1725.0,,,0
F05,Untreated,Exp06,1167.43,854.352,44273.0,0
F05,Untreated,Exp06,1360.36,,,0
F05,Untreated,Exp06,2171.7,2025.42,129624.0,1
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,1523.94,902.201,206841.0,1
F05,Untreated,Exp06,,1366.07,119868.0,0
F05,Untreated,Exp06,2568.28,,,0
F05,Untreated,Exp06,1495.71,,,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,2564.93,,,0
F05,Untreated,Exp06,,,,1
F05,Untreated,Exp06,1905.78,1475.55,30023.0,1
F05,Untreated,Exp06,1219.81,881.949,8058.0,0
F05,Untreated,Exp06,1377.43,1279.61,32500.0,1
F05,Untreated,Exp06,1422.45,,,0
F05,Untreated,Exp06,2125.14,1387.54,128179.0,0
F05,Untreated,Exp06,2200.63,2789.72,18667.0,0
F05,Untreated,Exp06,2202.48,1743.41,20035.0,0
F05,Untreated,Exp06,1364.2,1195.39,88203.0,1
F05,Untreated,Exp06,1394.46,1172.2,40834.0,0
F05,Untreated,Exp06,1635.61,2182.8,8268.0,0
F05,Untreated,Exp06,1758.97,1784.61,113370.0,0
F05,Untreated,Exp06,1420.96,1242.29,61989.0,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,1321.64,1181.73,6475.0,0
F05,Untreated,Exp06,2093.62,1274.77,50973.0,0
F05,Untreated,Exp06,1987.03,,,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,1573.67,1158.74,85888.0,0
F05,Untreated,Exp06,1785.81,1714.8,9482.0,0
F05,Untreated,Exp06,1860.01,1445.39,15568.0,0
F05,Untreated,Exp06,1626.35,3102.37,36988.0,0
F05,Untreated,Exp06,1115.64,,,0
F05,Untreated,Exp06,1323.23,2730.13,3951.0,1
F05,Untreated,Exp06,5051.13,2722.24,54699.0,0
F05,Untreated,Exp06,1868.67,1775.67,19992.0,0
F05,Untreated,Exp06,2291.57,2463.32,14990.0,0
F05,Untreated,Exp06,1913.78,2286.42,4595.0,0
F05,Untreated,Exp06,1308.46,,,0
F05,Untreated,Exp06,2245.88,2093.82,12015.0,0
F05,Untreated,Exp06,1996.68,3118.19,4647.0,0
F05,Untreated,Exp06,,2750.21,3731.0,0
F05,Untreated,Exp06,1547.92,1656.66,227357.0,1
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,1853.15,2083.48,6293.0,0
F05,Untreated,Exp06,,,,3
F05,Untreated,Exp06,1745.25,1243.04,155094.0,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,1277.65,1186.09,20780.0,0
F05,Untreated,Exp06,2195.08,1289.75,78042.0,0
F05,Untreated,Exp06,1311.73,1649.14,16366.0,0
F05,Untreated,Exp06,2851.43,4564.57,4559.0,0
F05,Untreated,Exp06,1697.01,1437.95,25133.0,2
F05,Untreated,Exp06,1891.4,2987.17,3784.0,0
F05,Untreated,Exp06,1851.54,,,0
F05,Untreated,Exp06,1707.0,1422.17,35085.0,0
F05,Untreated,Exp06,2022.78,,,0
F05,Untreated,Exp06,1662.8,1709.57,122009.0,0
F05,Untreated,Exp06,1875.34,1430.31,112585.0,0
F05,Untreated,Exp06,2869.61,2143.93,79721.0,1
F05,Untreated,Exp06,1784.05,1062.04,8973.0,0
F05,Untreated,Exp06,1856.23,,,0
F05,Untreated,Exp06,1727.82,1374.54,29861.0,1
F05,Untreated,Exp06,,1786.85,6204.0,1
F05,Untreated,Exp06,,1479.89,53612.0,0
F05,Untreated,Exp06,1567.77,2273.01,4486.0,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,1100.39,922.569,16005.0,0
F05,Untreated,Exp06,,1438.34,7137.0,0
F05,Untreated,Exp06,1556.85,1128.26,25851.0,0
F05,Untreated,Exp06,2862.17,3784.56,10396.0,0
F05,Untreated,Exp06,1713.12,1501.47,6269.0,0
F05,Untreated,Exp06,,1783.68,25223.0,0
F05,Untreated,Exp06,2025.14,2706.32,5359.0,0
F05,Untreated,Exp06,1493.12,1305.83,35675.0,0
F05,Untreated,Exp06,1793.63,1299.05,18143.0,0
F05,Untreated,Exp06,1474.25,,,0
F05,Untreated,Exp06,2271.71,3353.19,4773.0,1
F05,Untreated,Exp06,3772.75,3468.42,31616.0,0
F05,Untreated,Exp06,1159.9,1341.14,10514.0,0
F05,Untreated,Exp06,1578.54,2104.69,3553.0,0
F05,Untreated,Exp06,1867.07,1334.04,127074.0,0
F05,Untreated,Exp06,1313.34,1212.68,110194.0,0
F05,Untreated,Exp06,,2429.55,32049.0,0
F05,Untreated,Exp06,2144.96,,,1
F05,Untreated,Exp06,1749.89,2470.37,10204.0,1
F05,Untreated,Exp06,1452.19,1345.91,122172.0,0
F05,Untreated,Exp06,1738.8,,,0
F05,Untreated,Exp06,1467.44,1303.2,194358.0,0
F05,Untreated,Exp06,,3624.07,7876.0,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,1508.16,1456.04,79068.0,0
F05,Untreated,Exp06,4271.2,2411.38,189774.0,0
F05,Untreated,Exp06,1880.91,1231.75,55258.0,0
F05,Untreated,Exp06,,2580.58,18765.0,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,1937.09,,,1
F05,Untreated,Exp06,1450.6,1816.46,5596.0,1
F05,Untreated,Exp06,2044.21,2640.87,55449.0,2
F05,Untreated,Exp06,1516.99,1263.49,46692.0,1
F05,Untreated,Exp06,1695.47,1255.07,44686.0,0
F05,Untreated,Exp06,,,,2
F05,Untreated,Exp06,1313.26,1080.05,75051.0,0
F05,Untreated,Exp06,1619.17,1902.15,5377.0,0
F05,Untreated,Exp06,2058.51,1394.72,20489.0,0
F05,Untreated,Exp06,1929.83,1489.35,70539.0,0
F05,Untreated,Exp06,2234.86,2082.28,43466.0,0
F05,Untreated,Exp06,4721.35,1688.84,3612.0,0
F05,Untreated,Exp06,1759.36,2322.57,3853.0,0
F05,Untreated,Exp06,1534.02,,,0
F05,Untreated,Exp06,1850.35,1351.74,16734.0,0
F05,Untreated,Exp06,,1034.74,42624.0,0
F05,Untreated,Exp06,2066.32,2751.88,2975.0,0
F05,Untreated,Exp06,1913.75,1612.39,41492.0,0
F05,Untreated,Exp06,2274.84,1885.1,22138.0,0
F05,Untreated,Exp06,1357.9,921.509,21974.0,1
F05,Untreated,Exp06,1852.25,1512.37,64410.0,0
F05,Untreated,Exp06,1553.85,1613.01,13067.0,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,2268.76,925.206,29570.0,0
F05,Untreated,Exp06,1472.84,1168.71,67479.0,0
F05,Untreated,Exp06,2718.66,,,0
F05,Untreated,Exp06,1992.47,1208.63,77176.0,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,1438.87,,,0
F05,Untreated,Exp06,2871.47,,,0
F05,Untreated,Exp06,1624.83,2296.74,5034.0,0
F05,Untreated,Exp06,1300.67,1021.63,50536.0,0
F05,Untreated,Exp06,1882.6,1372.86,43673.0,0
F05,Untreated,Exp06,1819.54,1316.4,90570.0,0
F05,Untreated,Exp06,1515.13,1708.52,2174.0,0
F05,Untreated,Exp06,1587.4,1055.45,87874.0,0
F05,Untreated,Exp06,1771.36,2430.24,6445.0,0
F05,Untreated,Exp06,1923.72,,,0
F05,Untreated,Exp06,2489.13,,,1
F05,Untreated,Exp06,1513.07,1341.36,29851.0,0
F05,Untreated,Exp06,,,,1
F05,Untreated,Exp06,1905.39,1688.15,68074.0,0
F05,Untreated,Exp06,,4148.11,10166.0,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,1709.04,1283.52,68717.0,0
F05,Untreated,Exp06,1228.92,1288.26,2547.0,0
F05,Untreated,Exp06,1286.91,1739.85,7994.0,0
F05,Untreated,Exp06,3500.47,4837.26,12829.0,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,1982.71,1616.73,45588.0,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,1488.72,1268.43,167384.0,0
F05,Untreated,Exp06,1571.53,1888.0,8519.0,0
F05,Untreated,Exp06,3051.34,3129.98,23396.0,0
F05,Untreated,Exp06,1660.5,2057.23,4627.0,0
F05,Untreated,Exp06,1536.36,2065.54,20505.0,0
F05,Untreated,Exp06,1326.26,1037.2,13949.0,0
F05,Untreated,Exp06,,1703.03,28454.0,0
F05,Untreated,Exp06,1755.1,1710.72,36545.0,1
F05,Untreated,Exp06,,2894.0,18334.0,0
F05,Untreated,Exp06,1819.18,1904.02,30748.0,0
F05,Untreated,Exp06,1358.8,1012.72,18012.0,0
F05,Untreated,Exp06,1755.72,,,0
F05,Untreated,Exp06,,2151.08,61585.0,0
F05,Untreated,Exp06,1952.96,2460.83,21705.0,0
F05,Untreated,Exp06,,2245.97,13399.0,1
F05,Untreated,Exp06,1963.81,2046.44,3907.0,0
F05,Untreated,Exp06,1447.19,1206.99,197102.0,0
F05,Untreated,Exp06,1586.74,,,0
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,1688.86,2027.95,7666.0,1
F05,Untreated,Exp06,1446.16,1162.56,33987.0,0
F05,Untreated,Exp06,1279.17,1506.26,6625.0,0
F05,Untreated,Exp06,2270.59,1434.72,40834.0,0
F05,Untreated,Exp06,1615.75,1978.33,8038.0,0
F05,Untreated,Exp06,1448.87,1163.29,62729.0,0
F05,Untreated,Exp06,2802.31,2229.21,5633.0,0
F05,Untreated,Exp06,1968.43,1468.71,7310.0,0
F05,Untreated,Exp06,,2061.95,20706.0,0
F05,Untreated,Exp06,1824.13,2696.4,2394.0,0
F05,Untreated,Exp06,,2421.73,1357.0,0
F05,Untreated,Exp06,1928.82,,,3
F05,Untreated,Exp06,1314.57,1669.02,12392.0,0
F05,Untreated,Exp06,,3138.28,6200.0,0
F05,Untreated,Exp06,1799.33,1737.33,17842.0,0
F05,Untreated,Exp06,1324.88,1134.47,13815.0,0
F05,Untreated,Exp06,1357.49,1579.04,10222.0,0
F05,Untreated,Exp06,1642.46,1365.79,18519.0,0
F05,Untreated,Exp06,1474.68,1438.44,5354.0,0
F05,Untreated,Exp06,1425.88,,,0
F05,Untreated,Exp06,2119.71,780.534,40100.0,0
F05,Untreated,Exp06,1785.54,2605.69,7721.0,1
F05,Untreated,Exp06,,,,0
F05,Untreated,Exp06,1605.77,,,0
F05,Untreated,Exp06,1799.29,818.056,65967.0,0
F05,Untreated,Exp06,1940.89,1528.23,38127.0,0
F05,Untreated,Exp06,1655.22,,,0
F05,Untreated,Exp06,1406.82,1229.92,32999.0,0
F05,Untreated,Exp06,2104.63,1311.2,102542.0,0
F05,Untreated,Exp06,1606.02,1620.53,10420.0,0
F05,Untreated,Exp06,1554.04,1621.75,41738.0,0
F05,Untreated,Exp06,1784.33,,,1
F05,Untreated,Exp06,2117.56,2575.27,6576.0,0
F05,Untreated,Exp06,1721.28,2464.0,5026.0,0
F05,Untreated,Exp06,1438.96,959.544,36144.0,0
F05,Untreated,Exp06,1490.54,1270.8,45483.0,0
F05,Untreated,Exp06,,,,0
